canonical_person_id,canonical_full_name,canonical_national_id,canonical_phone,canonical_email,canonical_dob,canonical_gender,canonical_county,canonical_sub_county,canonical_ward,canonical_address
603,Kasina Nzioka,59798459,079590199,kasina.nzioka@yahoo.com,1996-10-21,Male,Kilifi,Rabai,Mwawesa,"Plot 221, Lane 15, Kasarani"
604,Wabomba Nabwire Mworoa,83554537,079508199,wabomba.mworoa@gmail.com,1979-05-25,Male,Nakuru,Molo,Elburgon,"Plot 77, Lane 20, Lenana"
605,Kipkorir Alexander Olela,12152239,072306297,kipkorir.olela@gmail.com,1961-06-01,Female,Nairobi,Dagoretti North,Kilimani,"House 118, Westlands Road, Juja"
606,Naipanoi Munyao,17598656,011493610,naipanoi.munyao@hotmail.com,1969-02-22,Female,Kilifi,Malindi,Malindi Town,"Plot 371, Lane 19, Kiambu Road"
607,Muthuri Korir,71740969,076673506,muthuri.korir@hotmail.com,1984-03-08,Female,Turkana,Turkana East,Lokichar,"Plot 278, Lane 1, Parklands"
608,Ndinda Kaimenyi,64341068,074371661,ndinda.kaimenyi@gmail.com,1995-06-08,Male,Bungoma,Webuye West,Kimilili,"Plot 133, Lane 16, Kikuyu"
609,Anyango Mutisya,40595359,011937158,anyango.mutisya@gmail.com,1981-05-16,Male,Machakos,Yatta,Katangi,"House 456, Thika Superhighway Drive, Kiambu"
610,Wabomba Patrick Wangari,48164274,073323812,wabomba.wangari@yahoo.com,1997-11-24,Male,Bungoma,Kabuchai,Mukuyuni,"Plot 240, Lane 3, Athi River"
611,Mercy Odhiambo,50833796,072760785,mercy.odhiambo@gmail.com,1958-08-26,Female,Meru,Igembe South,Nkondi,"House 10, Ruaraka Drive, Jogoo"
612,Sophia Mwamburi,95133330,011948898,sophia.mwamburi@hotmail.com,1985-07-24,Male,Nairobi,Kibra,Woodley,"Plot 305, Lane 19, Kiambu Road"
613,Nabea Sigei,98830506,073249865,nabea.sigei@outlook.com,1970-04-05,Male,Nairobi,Dagoretti North,Gatina,"Plot 67, Lane 18, Kileleshwa"
614,Muthoka Munyori,50827124,077414752,muthoka.munyori@gmail.com,1976-06-13,Male,Meru,South Imenti,Abogeta West,"Plot 397, Lane 5, Outering"
615,Nokun Momanyi,87169073,079662540,nokun.momanyi@hotmail.com,1963-11-11,Female,Mombasa,Mvita,Shimanzi,"House 99, Jogoo Street, Tom Mboya"
616,Jane James Kipkoech,70346785,010631174,jane.kipkoech@gmail.com,1988-09-13,Male,Nakuru,Kuresoi North,Kamara,"Plot 89, Lane 14, Kileleshwa"
617,Kagendo Mutua Kipkorir,44452054,074372642,kagendo.kipkorir@gmail.com,1984-05-01,Female,Nairobi,Dagoretti North,Kawangware,"Plot 468, Lane 14, Likoni"
618,Cynthia Mwikali Towett,16069615,011827383,cynthia.towett@gmail.com,2001-09-08,Male,Nairobi,Kibra,Makina,"House 138, Westlands Road, Karen"
619,Malachi Wambugu Kimani,72282219,073471130,malachi.kimani@outlook.com,1990-05-17,Female,Turkana,Turkana North,Kibish,"House 328, Kiambu Road Street, Ruaraka"
620,Andrew Muthuri,28778677,075645872,andrew.muthuri@gmail.com,1953-04-28,Male,Nakuru,Nakuru Town East,Kivumbini,"Plot 341, Lane 10, Juja"
621,Zephaniah Ronald Masinde,31363906,073778117,zephaniah.masinde@outlook.com,2001-01-24,Female,Machakos,Kangundo,Kangundo West,"Plot 236, Lane 16, Limuru"
622,Rweria Mark Maingi,58561828,075690480,rweria.maingi@gmail.com,1980-01-14,Male,Trans Nzoia,Endebess,Chepchoina,"House 113, Athi River Road, Kiambu"
623,Caroline Muema,44828170,071757582,caroline.muema@outlook.com,1978-04-19,Female,Kisumu,Nyakach,South West Nyakach,"Plot 237, Lane 12, Karen"
624,Emily Njoroge,12267498,010602253,emily.njoroge@gmail.com,1995-11-04,Male,Kiambu,Kabete,Gitaru,"House 281, Ngong Road Road, Parklands"
625,Lilian Chepkirui Maingi,62025775,078736166,lilian.maingi@hotmail.com,2001-09-22,Male,Trans Nzoia,Kiminini,Waitaluk,"House 125, Athi River Road, Lavington"
626,Cherotich Mwakisha,39262205,071438590,cherotich.mwakisha@gmail.com,1984-06-15,Male,Machakos,Machakos Town,Mua,"Plot 269, Lane 20, Parklands"
627,Nyaboke Kangogo,16606138,073520055,nyaboke.kangogo@yahoo.com,1977-07-27,Male,Bomet,Konoin,Embomos,"House 299, Westlands Drive, Lavington"
628,Evelyn Barasa,50018778,070169618,evelyn.barasa@gmail.com,1974-08-07,Male,Bungoma,Bumula,South Bukusu,"Plot 188, Lane 6, Ruaraka"
629,Nyaboke Martha Onyango,60042850,071676706,nyaboke.onyango@gmail.com,1975-10-14,Male,Bungoma,Mt. Elgon,Kaptama,"House 150, Karen Drive, Waiyaki"
630,Nyambura Ochieng,20324372,078796678,nyambura.ochieng@gmail.com,1966-05-04,Female,Kiambu,Kikuyu,Nachu,"House 198, Jogoo Road, Kangundo"
631,Maina Senteu,88536501,076841427,maina.senteu@outlook.com,2002-07-13,Female,Mombasa,Changamwe,Airport,"House 223, Likoni Road, Likoni"
632,Ronald Wambui Onsongo,22587924,077574312,ronald.onsongo@yahoo.com,1990-05-27,Male,Kakamega,Butere,Marama North,"Plot 109, Lane 12, Limuru"
633,Onyango Kanampiu,57876025,011774072,onyango.kanampiu@gmail.com,1971-10-25,Male,Nairobi,Dagoretti North,Kileleshwa,"House 436, Juja Road, Tom Mboya"
634,Kipkemboi Opiyo,81933142,073700480,kipkemboi.opiyo@gmail.com,1974-04-03,Female,Kiambu,Githunguri,Ikinu,"House 192, Tom Mboya Avenue, Parklands"
635,Erick Mogaka,67032586,071638792,erick.mogaka@gmail.com,1988-09-02,Male,Nairobi,Kasarani,Kamulu,"Plot 125, Lane 7, Kangundo"
636,Alexander Kosgei,66806940,074235134,alexander.kosgei@gmail.com,1970-11-18,Male,Machakos,Machakos Town,Kola,"House 126, Uhuru Road, Ngong"
637,Kiprono Namukhula,22863109,074926551,kiprono.namukhula@gmail.com,1983-02-11,Male,Nairobi,Dagoretti South,Waithaka,"House 49, Kiambu Drive, Kitisuru"
638,Jepchumba Mugo Mitei,20136881,071894993,jepchumba.mitei@gmail.com,1971-10-04,Female,Kiambu,Kabete,Muguga,"Plot 265, Lane 4, Kikuyu"
639,Mwikali Nekesa,67720123,076302717,mwikali.nekesa@gmail.com,1984-10-12,Male,Kiambu,Kikuyu,Sigona,"House 142, Kangundo Avenue, Moi Avenue"
640,Cherono Jepkorir,95843097,078163521,cherono.jepkorir@yahoo.com,1978-05-16,Female,Bungoma,Webuye East,Mihuu,"Plot 435, Lane 12, River Road"
641,Muthaa Akinyi,62111008,077721166,muthaa.akinyi@gmail.com,1996-03-21,Male,Mombasa,Mvita,Shimanzi,"Plot 477, Lane 9, Garden Estate"
642,Rachel Momanyi Githua,77121355,071206436,rachel.githua@gmail.com,1979-12-15,Male,Nairobi,Dagoretti North,Kilimani,"Plot 243, Lane 2, Karen"
643,Mworoa Rotich,89477464,011412318,mworoa.rotich@outlook.com,1974-11-09,Male,Kilifi,Malindi,Shella,"House 432, Limuru Avenue, Tom Mboya"
644,Mbaka Vincent Kanampiu,70599012,010126817,mbaka.kanampiu@gmail.com,1958-06-08,Female,Uasin Gishu,Soy,Moi's Bridge,"Plot 87, Lane 19, Kileleshwa"
645,Mutheu Nafula Tsuma,47775156,070965625,mutheu.tsuma@yahoo.com,1963-12-02,Female,Bomet,Bomet Central,Chesoen,"House 38, Karen Road, Lavington"
646,Eunice Mwirigi,19711151,079731475,eunice.mwirigi@gmail.com,1980-04-09,Male,Mombasa,Mvita,Tononoka,"House 134, Waiyaki Road, Garden Estate"
647,Ojwang Kilonzo Ndunda,28150476,011839692,ojwang.ndunda@gmail.com,1997-01-05,Male,Nakuru,Gilgil,Gilgil,"House 285, Limuru Road, Thika Superhighway"
648,Rweria Okoth Nduku,42056846,078926925,rweria.nduku@hotmail.com,2002-05-20,Female,Turkana,Turkana East,Lokichar,"Plot 87, Lane 5, Mombasa Road"
649,Anna Esther Rimberia,55249515,072438873,anna.rimberia@gmail.com,1986-02-01,Male,Nairobi,Dagoretti South,Riruta,"House 479, Ruaraka Avenue, Westlands"
650,Thomas Jepkoech,49761155,072993111,thomas.jepkoech@hotmail.com,1989-08-05,Male,Kakamega,Mumias West,West Wanga,"Plot 14, Lane 1, Lenana"
651,Wairimu Kamau,65277579,076667799,wairimu.kamau@yahoo.com,2003-02-16,Male,Nairobi,Dagoretti North,Kilimani,"Plot 87, Lane 4, Likoni"
652,Malachi Lenguro Achieng,14288227,070386176,malachi.achieng@gmail.com,1976-08-20,Male,Kilifi,Kilifi South,Shimo la Tewa,"Plot 480, Lane 1, Ruiru"
653,Njeri Macharia,12307688,071124882,njeri.macharia@hotmail.com,1994-12-11,Male,Kiambu,Kiambu,Riabai,"House 390, Thika Avenue, Outering"
654,Wangeci Mwakideu,72365495,078713608,wangeci.mwakideu@outlook.com,1962-11-20,Female,Meru,Central Imenti,Mwangathia,"Plot 306, Lane 11, River Road"
655,Joshua Kihumba,82910006,076115490,joshua.kihumba@gmail.com,1970-07-15,Female,Kiambu,Limuru,Ndeiya,"Plot 458, Lane 13, Juja"
656,Isaiah Kipngetich Barasa,95919174,079990114,isaiah.barasa@gmail.com,1988-08-28,Male,Trans Nzoia,Saboti,Kinyoro,"Plot 346, Lane 5, Mombasa Road"
657,Nasimiyu Kipkorir,52322243,077395476,nasimiyu.kipkorir@outlook.com,1964-03-27,Female,Mombasa,Nyali,Frere Town,"Plot 85, Lane 2, Jogoo"
658,Wanjiru Kamotho,62654955,072823683,wanjiru.kamotho@yahoo.com,1994-08-10,Female,Bomet,Konoin,Kimulot,"Plot 155, Lane 15, Kitisuru"
659,Kwamboka Mugo Saidimu,50543196,078918135,kwamboka.saidimu@hotmail.com,1978-01-14,Male,Nairobi,Kibra,Laini Saba,"Plot 330, Lane 12, Moi Avenue"
660,Charity Chepngeno,47684709,011616139,charity.chepngeno@gmail.com,1968-10-10,Male,Nairobi,Lang'ata,Nyayo Highrise,"Plot 1, Lane 12, Langata"
661,Khaemba Naomi Langat,36281402,010744118,khaemba.langat@yahoo.com,1992-08-16,Male,Kakamega,Shinyalu,Isukha West,"Plot 177, Lane 16, Kilimani"
662,Onsongo Ndegwa,62451159,077756475,onsongo.ndegwa@yahoo.com,1950-11-27,Male,Mombasa,Nyali,Ziwa la Ng'ombe,"Plot 70, Lane 16, Moi Avenue"
663,Kimani Onsongo Njuguna,70875238,075910453,kimani.njuguna@hotmail.com,1980-12-05,Male,Nyeri,Nyeri Town,Ruring'u,"Plot 133, Lane 20, Kiambu"
664,Emily Wanyonyi Kamotho,46881809,010131807,emily.kamotho@outlook.com,1959-07-13,Male,Nakuru,Molo,Molo,"House 33, Langata Drive, Lenana"
665,Kipchirchir Kathure Omondi,59339530,071122733,kipchirchir.omondi@gmail.com,1970-07-19,Female,Nairobi,Kibra,Woodley,"House 274, Kiambu Road Road, Tom Mboya"
666,Marete Nekesa Kamotho,50421249,076920595,marete.kamotho@yahoo.com,1957-04-10,Female,Trans Nzoia,Kiminini,Nabiswa,"Plot 467, Lane 16, Mombasa Road"
667,Muthoka Munyao,30946019,011158825,muthoka.munyao@hotmail.com,1966-02-23,Male,Trans Nzoia,Kiminini,Sirende,"Plot 203, Lane 8, Mugumo"
668,Faith Muema Anyango,66755255,077808517,faith.anyango@yahoo.com,2004-03-23,Female,Kisumu,Seme,North Seme,"Plot 196, Lane 11, Karen"
669,Awiti Kaimenyi,60224330,070964939,awiti.kaimenyi@yahoo.com,1951-02-11,Female,Nakuru,Nakuru Town West,Kaptembwo,"House 367, Argwings Kodhek Road, Thika Superhighway"
670,Syokau Wafula Kipchirchir,46834775,078777093,syokau.kipchirchir@gmail.com,1983-09-02,Male,Kiambu,Lari,Kinale,"House 265, Kileleshwa Drive, River Road"
671,Wafula Thomas Kasina,79250561,076544903,wafula.kasina@hotmail.com,1977-02-19,Female,Kisumu,Nyakach,West Nyakach,"House 297, Juja Street, Argwings Kodhek"
672,David Kilonzo,83206688,075358907,david.kilonzo@gmail.com,1985-11-19,Female,Bungoma,Kabuchai,Bwake/Luuya,"House 205, Limuru Road, Tom Mboya"
673,Chepkoech Kivuva,37448673,072965842,chepkoech.kivuva@gmail.com,1978-10-18,Male,Kilifi,Kilifi South,Shimo la Tewa,"Plot 327, Lane 2, Westlands"
674,Robert Mulandi,84567327,011985638,robert.mulandi@gmail.com,1980-08-24,Male,Bomet,Sotik,Ndanai/Abosi,"Plot 72, Lane 16, Mombasa Road"
675,Mutinda Baya,56814976,011790641,mutinda.baya@gmail.com,1979-08-04,Female,Bungoma,Webuye West,Sitikho,"Plot 193, Lane 20, Kileleshwa"
676,Kipngetich Nabwire,60984196,010847263,kipngetich.nabwire@gmail.com,1978-12-06,Male,Nairobi,Westlands,Kitisuru,"House 320, Kenyatta Drive, Moi Avenue"
677,Achieng Rotich,30319496,076109346,achieng.rotich@gmail.com,2001-09-19,Male,Meru,Tigania East,Karama,"Plot 443, Lane 7, Athi River"
678,Judy Mumo,61987708,074811751,judy.mumo@outlook.com,1954-04-03,Male,Bomet,Bomet Central,Ndarawetta,"Plot 187, Lane 17, Uhuru"
679,Ojwang Kipchumba,60598783,011118316,ojwang.kipchumba@gmail.com,1980-06-09,Male,Kiambu,Ruiru,Kiuu,"Plot 334, Lane 2, River Road"
680,Flora Mbuthia,51570260,078147033,flora.mbuthia@gmail.com,1999-06-23,Female,Bomet,Sotik,Kapletundo,"House 320, Kasarani Street, Kikuyu"
681,Flora Leshan Ndegwa,71587674,011368891,flora.ndegwa@outlook.com,1991-12-08,Female,Nairobi,Westlands,Kitisuru,"House 109, Argwings Kodhek Street, Garden Estate"
682,Diana Mwikali,57778592,010130179,diana.mwikali@outlook.com,2001-07-16,Male,Machakos,Machakos Town,Machakos Central,"House 204, Ruaraka Street, Kangundo"
683,Martin Zephaniah Kasina,11502307,079833203,martin.kasina@yahoo.com,1979-07-27,Female,Nakuru,Bahati,Bahati,"Plot 238, Lane 19, Mugumo"
684,Mumo Sharon Mworoa,13306687,075130750,mumo.mworoa@hotmail.com,1996-05-04,Male,Bungoma,Sirisia,Malakisi/South Kulisiru,"Plot 283, Lane 19, Kangundo"
685,Mulwa Kaloki Nekesa,80176141,077688437,mulwa.nekesa@outlook.com,1985-01-21,Male,Kiambu,Kiambu,Ndumberi,"Plot 64, Lane 5, Kitisuru"
686,Kipngetich Oduya,64770806,079321061,kipngetich.oduya@outlook.com,1961-03-02,Male,Nairobi,Lang'ata,Nairobi West,"Plot 416, Lane 6, Thika"
687,Leah Mwikali,76577067,074152113,leah.mwikali@outlook.com,1979-04-12,Female,Machakos,Kathiani,Upper Kaewa/Iveti,"House 170, Langata Avenue, Kenyatta"
688,Amos Priscilla Ojwang,50226871,078428403,amos.ojwang@gmail.com,2003-08-16,Female,Nakuru,Gilgil,Gilgil,"Plot 125, Lane 14, Mombasa Road"
689,Sharon Kipsang Wamalwa,11099317,070580127,sharon.wamalwa@gmail.com,2005-10-25,Male,Kiambu,Kiambu,Kihara,"House 469, Juja Street, Langata"
690,Senteu Mulwa Kipngetich,85474249,071426790,senteu.kipngetich@gmail.com,1983-08-20,Male,Kiambu,Kabete,Muguga,"House 318, Langata Avenue, Ruaraka"
691,Mwende Ochieng Mwangolo,80272722,075619999,mwende.mwangolo@gmail.com,1996-06-12,Female,Nakuru,Nakuru Town West,Kapkures,"House 409, Uhuru Road, Lavington"
692,Syombua Mwirigi,65798756,077309501,syombua.mwirigi@gmail.com,1982-03-28,Female,Nairobi,Dagoretti South,Uthiru,"House 369, Lenana Street, Uhuru"
693,Kebaso Njoroge,41523901,079726747,kebaso.njoroge@gmail.com,2001-01-10,Female,Nakuru,Kuresoi North,Nyota,"Plot 226, Lane 4, Likoni"
694,Lenguro Kipkirui Jepkoech,84219322,072923586,lenguro.jepkoech@outlook.com,1993-08-12,Female,Bungoma,Kimilili,Kamukuywa,"House 311, Athi River Road, Kikuyu"
695,Wachira Tsuma,31043077,010713685,wachira.tsuma@gmail.com,1997-06-01,Male,Kakamega,Mumias East,East Wanga,"House 200, Athi River Avenue, Thika"
696,Benjamin Kanampiu,53253408,077328412,benjamin.kanampiu@yahoo.com,1982-01-12,Male,Nairobi,Kibra,Woodley,"House 227, Ruaraka Avenue, Mugumo"
697,Syokau Lubanga,95624361,075157975,syokau.lubanga@gmail.com,1984-07-02,Male,Kiambu,Kikuyu,Kinoo,"House 310, Jogoo Street, Mugumo"
698,Mwikali Mercy Wanjohi,23439045,073356447,mwikali.wanjohi@gmail.com,2000-03-05,Female,Nairobi,Dagoretti North,Kawangware,"Plot 89, Lane 18, Moi Avenue"
699,Caroline Otula,51105057,010609704,caroline.otula@gmail.com,1985-06-05,Male,Nairobi,Kasarani,Kamulu,"House 243, Kileleshwa Drive, Kilimani"
700,Muthuri Musyimi,58560924,074481019,muthuri.musyimi@gmail.com,1985-06-11,Male,Kakamega,Mumias East,East Wanga,"Plot 220, Lane 8, Athi River"
701,Hannah Wanyonyi Mogaka,36252609,078987165,hannah.mogaka@hotmail.com,1975-01-06,Female,Meru,Tigania West,Kianjai,"Plot 155, Lane 13, Westlands"
702,Syombua Wabomba,25125619,079516056,syombua.wabomba@hotmail.com,1963-07-09,Female,Mombasa,Kisauni,Mtopanga,"House 276, Kiambu Road Drive, Tom Mboya"
703,Okello Kaloki Mulandi,29457121,011841287,okello.mulandi@hotmail.com,1984-03-16,Male,Bomet,Bomet Central,Singorwet,"Plot 33, Lane 9, Jogoo"
704,Bridget Jonathan Mbuthia,97510445,070989173,bridget.mbuthia@outlook.com,1985-10-24,Male,Bungoma,Kanduyi,East Sang'alo,"House 298, Kangundo Road, Mombasa Road"
705,Awino Mercy Mogaka,64543706,073199313,awino.mogaka@hotmail.com,1985-10-15,Female,Turkana,Turkana Central,Kalokol,"House 382, Juja Drive, Kikuyu"
706,Munyao Towett,77053980,071546712,munyao.towett@hotmail.com,1994-12-06,Male,Nairobi,Dagoretti North,Kawangware,"House 411, Likoni Road, Ruiru"
707,Irene Kemunto Mutune,55868421,011541553,irene.mutune@hotmail.com,1961-10-19,Female,Kisumu,Nyakach,South West Nyakach,"Plot 436, Lane 7, Kangundo"
708,Mumo Musyoka,26309371,011668328,mumo.musyoka@gmail.com,1971-05-04,Male,Kilifi,Malindi,Shella,"Plot 120, Lane 13, Kiambu Road"
709,Muthoni Mbaka,92044472,079284383,muthoni.mbaka@outlook.com,1986-04-11,Female,Machakos,Matungulu,Tala,"Plot 261, Lane 7, River Road"
710,Jebet Cherotich Koross,46288827,071821782,jebet.koross@yahoo.com,1988-04-26,Female,Kilifi,Rabai,Ruruma,"Plot 223, Lane 1, Moi Avenue"
711,Judith Rono,22195202,071800771,judith.rono@outlook.com,1972-06-14,Female,Turkana,Turkana North,Kibish,"Plot 159, Lane 7, Kileleshwa"
712,Mary Kinya Cheruiyot,34325432,011705979,mary.cheruiyot@yahoo.com,1995-03-08,Male,Mombasa,Mvita,Shimanzi,"Plot 308, Lane 6, Uhuru"
713,Kipkoech Collins Wabomba,33847090,078880853,kipkoech.wabomba@gmail.com,1976-05-22,Female,Mombasa,Likoni,Shika Adabu,"Plot 107, Lane 4, Kenyatta"
714,Wanjiru Charity Mutinda,12913715,079464271,wanjiru.mutinda@gmail.com,1975-09-26,Female,Uasin Gishu,Moiben,Kimumu,"Plot 128, Lane 20, Mugumo"
715,Charity Sophia Masinde,71113260,073388118,charity.masinde@hotmail.com,1978-07-22,Male,Kakamega,Shinyalu,Isukha West,"Plot 313, Lane 15, Kasarani"
716,Allan Isaiah Mwaura,58116597,076553126,allan.mwaura@outlook.com,2006-09-24,Female,Mombasa,Changamwe,Changamwe,"Plot 340, Lane 19, Ruaraka"
717,Brian Muthuri Karanja,33883732,011688240,brian.karanja@gmail.com,1988-10-06,Female,Trans Nzoia,Kiminini,Hospital,"Plot 433, Lane 2, Lavington"
718,Ochieng Peter Mcharo,78739465,075331457,ochieng.mcharo@gmail.com,1953-02-28,Female,Bungoma,Kimilili,Kamukuywa,"House 413, Ngong Road Street, Parklands"
719,Ochieng Achieng,38941630,074418813,ochieng.achieng@yahoo.com,1993-07-17,Male,Bungoma,Webuye West,Matulo,"Plot 276, Lane 5, Kileleshwa"
720,Dennis Onyango,28240842,076356904,dennis.onyango@hotmail.com,1977-01-17,Female,Uasin Gishu,Kapseret,Langas,"Plot 402, Lane 12, Kenyatta"
721,Caroline Muthoka,47767869,070378017,caroline.muthoka@hotmail.com,2005-07-15,Female,Nakuru,Kuresoi South,Tinet,"Plot 153, Lane 11, Ngong"
722,Kebaso Gakii Lubanga,56091075,073650852,kebaso.lubanga@hotmail.com,1979-07-12,Male,Kiambu,Ruiru,Kahawa Sukari,"House 221, Thika Road, Likoni"
723,Awiti Nganga,52719028,078325482,awiti.nganga@outlook.com,1999-07-14,Female,Nairobi,Kasarani,Kasarani,"House 218, Kangundo Drive, Juja"
724,Michael Koech,12251618,078773084,michael.koech@yahoo.com,1982-04-23,Female,Kiambu,Kabete,Muguga,"House 217, Kikuyu Road, Ruaraka"
725,Muthoni Susan Kipkemoi,42700268,073678565,muthoni.kipkemoi@yahoo.com,1997-12-17,Female,Nakuru,Kuresoi South,Tinet,"Plot 424, Lane 7, Waiyaki"
726,Wekesa Kilonzo Anyango,59186621,071630036,wekesa.anyango@yahoo.com,2004-06-07,Female,Kiambu,Limuru,Ndeiya,"Plot 179, Lane 20, Parklands"
727,Haggai Esther Kibathi,93326883,072325582,haggai.kibathi@yahoo.com,1952-04-10,Female,Kisumu,Nyando,East Kano/Wawidhi,"Plot 375, Lane 7, Lavington"
728,Owuor Aaron Ongaya,35929785,074195082,owuor.ongaya@hotmail.com,1985-04-08,Male,Nairobi,Kasarani,Kasarani,"Plot 435, Lane 3, Ngong"
729,Mercy Martin Kipkirui,41860721,011939091,mercy.kipkirui@gmail.com,1959-09-24,Female,Turkana,Turkana South,Kaputir,"House 209, Kileleshwa Avenue, Kiambu"
730,Malachi Kaimenyi Kimutai,27984855,011876002,malachi.kimutai@gmail.com,1977-09-05,Male,Nairobi,Westlands,Mountain View,"House 88, Argwings Kodhek Drive, River Road"
731,Robert Wachira,31193066,072131987,robert.wachira@gmail.com,1975-05-18,Male,Nakuru,Gilgil,Mbaruk/Eburu,"Plot 285, Lane 4, Ngong"
732,Githinji Namukhula,33287112,011972156,githinji.namukhula@gmail.com,2005-05-16,Female,Kiambu,Kikuyu,Sigona,"Plot 368, Lane 9, Lavington"
733,Mark Nyambane Koech,19941358,073508266,mark.koech@yahoo.com,2001-03-27,Female,Uasin Gishu,Soy,Moi's Bridge,"Plot 196, Lane 9, Garden Estate"
734,Muthaa Namukhula Kipkemoi,44845000,077948171,muthaa.kipkemoi@yahoo.com,1999-05-15,Male,Nairobi,Dagoretti North,Gatina,"Plot 243, Lane 2, Likoni"
735,Kipkoech Munyori,59333062,011795764,kipkoech.munyori@hotmail.com,1970-03-17,Female,Trans Nzoia,Cherangany,Sitatunga,"Plot 112, Lane 12, Thika Superhighway"
736,Isaiah Wamalwa,87112395,075971315,isaiah.wamalwa@yahoo.com,1977-06-21,Male,Kiambu,Limuru,Ndeiya,"House 308, Argwings Kodhek Drive, Ngong Road"
737,Samuel Anna Awiti,57726845,011433754,samuel.awiti@gmail.com,1989-05-04,Female,Uasin Gishu,Ainabkoi,Racecourse,"House 468, Moi Avenue Street, Mugumo"
738,Kiprotich Cecilia Mutwiri,38852315,074909808,kiprotich.mutwiri@yahoo.com,1991-09-02,Male,Kisumu,Nyando,Kabonyo/Kanyagwal,"House 43, Uhuru Road, Kilimani"
739,Nanjala Mukami Koech,65945823,070461811,nanjala.koech@gmail.com,1992-10-14,Female,Mombasa,Kisauni,Mtopanga,"Plot 70, Lane 11, Ruaraka"
740,Grace Wanjala,97108374,010328073,grace.wanjala@yahoo.com,1978-08-11,Female,Nyeri,Mukurweini,Rugi,"Plot 198, Lane 9, Limuru"
741,Robert Achieng Mokua,30559033,079810500,robert.mokua@yahoo.com,1995-10-25,Male,Kiambu,Ruiru,Gatong'ora,"Plot 318, Lane 17, Jogoo"
742,Gakii Koross,38218853,010975922,gakii.koross@gmail.com,1964-08-22,Female,Mombasa,Kisauni,Mtopanga,"Plot 372, Lane 19, Kiambu"
743,Wabomba Kipsang,72054715,077339826,wabomba.kipsang@outlook.com,1969-11-03,Male,Kilifi,Malindi,Ganda,"Plot 69, Lane 12, Kangundo"
744,Mercy Kipkirui Waithera,81995285,075490992,mercy.waithera@gmail.com,2004-12-19,Male,Bungoma,Webuye East,Ndivisi,"House 186, Waiyaki Road, Ruaraka"
745,Wafula Victor Nanjala,95040154,011200680,wafula.nanjala@gmail.com,1976-08-24,Female,Kilifi,Magarini,Sabaki,"Plot 64, Lane 11, Mombasa Road"
746,Harun Rono,14192932,010987497,harun.rono@gmail.com,2000-07-15,Male,Kisumu,Muhoroni,Masogo/Nyang'oma,"Plot 279, Lane 20, Ruaraka"
747,Dennis Onsongo,59394059,010934229,dennis.onsongo@gmail.com,1977-08-02,Male,Mombasa,Jomvu,Mikindani,"House 139, Kasarani Street, Karen"
748,Alexander Mwakideu,52097153,077846866,alexander.mwakideu@outlook.com,1976-02-23,Female,Kiambu,Kiambu,Ndumberi,"Plot 469, Lane 8, Kilimani"
749,Nahum Mulandi,67601447,079208722,nahum.mulandi@gmail.com,1991-04-26,Male,Kilifi,Kilifi North,Kibarani,"Plot 444, Lane 13, Kiambu Road"
750,Kaloki Chepkorir,52550453,074400322,kaloki.chepkorir@hotmail.com,1992-12-18,Male,Machakos,Matungulu,Matungulu East,"House 196, Parklands Street, Karen"
751,Mark Njeri Mcharo,19999329,074794027,mark.mcharo@yahoo.com,1989-01-04,Female,Nairobi,Lang'ata,Nairobi West,"Plot 467, Lane 7, Karen"
752,Nicholas Jeremiah Kamau,18815479,010536245,nicholas.kamau@gmail.com,1993-05-18,Male,Kisumu,Nyando,Kobura,"Plot 337, Lane 17, Kilimani"
753,Njuguna Kipkoech,40962820,079814846,njuguna.kipkoech@gmail.com,1963-10-02,Female,Bomet,Bomet Central,Silibwet Township,"Plot 67, Lane 4, Waiyaki"
754,Khaemba Kipsang,18990534,079361062,khaemba.kipsang@yahoo.com,1975-06-06,Male,Kakamega,Lugari,Lugari,"Plot 217, Lane 1, Ruiru"
