beneficiary_id,full_name,identification_number,telephone,email,date_of_birth,gender,county,sub_county,ward,address,registration_date,status,tech_track,cohort,mentor,project_area,completion_status
TECH-000433,agnes ali,77002394,+254 772-406-07,agnes.ali@gmail.com,1978-05-27,male,Machakos,Machakos Town,Kola,"House 452, Karen Road, Lavington",2024-03-31,I,DevOps,Cohort 2,Prof. David Kiprotich,Logistics,Completed
TECH-000434,kagwiria jepkorir,73457995,+254 776-774-11,kagwiria.jepkorir@gmail.com,1983-10-14,male,Meru,Igembe South,Mau/Antuamburi,"Plot 236, Lane 14, Kiambu",2024-08-13,A,Mobile Development,Cohort 2,Eng. Martin Kasina,HealthTech,Completed
TECH-000435,silas akinyi,NA,+254 731-580-55,silas.akinyi@gmail.com,1990-08-25,female,Kakamega,Matungu,Khalaba,"Plot 362, Lane 5, Thika",25-08-2024,I,Software Engineering,Cohort 3,Prof. Victor Kioko,IoT,Active
TECH-000436,MBAKA REBECCA MWOROA,6310-1260,+254 774-850-61,mbaka.mworoa@hotmail.com,1966-02-11,female,Kiambu,Kabete,Kabete,"House 307, Mombasa Road Drive, Ngong",20-Apr-2026,I,Software Engineering,Cohort 1,Prof. James Mwangi,EdTech,Completed
TECH-000437,ruth kipchumba,57509988,+254 762-893-46,ruth.kipchumba@hotmail.com,1985-08-22,female,Mombasa,Jomvu,Jomvu Kuu,"House 16, Waiyaki Street, Langata",28/03/2024,I,AI/ML,Cohort 2,Prof. David Kiprotich,Logistics,Withdrawn
TECH-000438,AUMA KANGOGO,24651096,254 111 551 61,auma.kangogo@gmail.com,1990-08-13,female,Turkana,Turkana South,Lobokat,"House 369, Ngong Avenue, Thika",NA,I,,Cohort 1,Dr. Grace Wanjiku,E-Commerce,Withdrawn
TECH-000439,KASINA MWINYI,87177243,+254 117-928-27,kasina.mwinyi@yahoo.com,1959-06-21,female,Bomet,Chepalungu,Kongasis,"House 117, Limuru Street, Garden Estate",20240611,I,Mobile Development,Cohort 2,Eng. Ezekiel Mumo,Logistics,Active
TECH-000440,john kerubo rimberia,56509909,NULL,john.rimberia@yahoo.com,NULL,female,Nairobi,Lang'ata,,"House 101, Parklands Road, Kiambu",15-Jul-2024,A,Data Science,Cohort 2,Eng. Anthony Wanyonyi,AgriTech,On Hold
TECH-000441,ROSE MOKUA,18024377,+254 749-510-89,rose.mokua@gmail.com,NA,male,MERU,SOUTH IMENTI,ABOGETA WEST,,09/02/2026,NULL,Data Science,Cohort 2,Prof. David Kiprotich,Clean Energy,On Hold
TECH-000442,naserian musila,48662280,+254 117-323-04,naserian.musila@hotmail.com,1965-11-07,male,Trans Nzoia,Endebess,Chepchoina,"House 190, Kilimani Drive, Kasarani",2024-03-08,I,Data Engineering,Cohort 2,Prof. Daniel Mutisya,AgriTech,Completed
TECH-000443,SYOMBUA OGERO,6075-3938,+254 755-711-50,syombua.ogero@gmail.com,1977-09-14,female,Kisumu,Seme,East Seme,"Plot 391, Lane 17, Uhuru",04/18/2025,A,Cybersecurity,Cohort 2,Prof. Victor Kioko,E-Commerce,On Hold
TECH-000444,AWITI KIPROTICNH,12946241,+254 713-524-55,akiprotich@gmail.com,28-Sep-1983,male,Nakuru,Naivasha,Hells Gate,"HOUSE 480, KASARANI ROAD, WESTLANDS",26-04-2026,A,Mobile Development,COHORT-03,Prof. Robert Kamau,Clean Energy,Completed
TECH-000445,PEACE CHRISTOPHER KETER,56047075,+254 759-565-26,peace.keter@gmail.com,1982-10-02,female,Turkana,Turkana Central,Kerio Delta,"House 446, Mugumo Street, Athi River",31-May-2025,I,Cloud Computing,Cohort 1,Dr. Collins Mwania,Fintech,Withdrawn
TECH-000446,akinyi kipchirchir,99127258,+254 103-013-24,akinyi.kipchirchir@gmail.com,1997-10-04,female,Trans Nzoia,Cherangany,Kaplamai,"Plot 467, Lane 6, Moi Avenue",01-04-2025,A,DevOps,Cohort 3,Eng. Ezekiel Mumo,E-Commerce,Completed
TECH-000447,ACHIENG KIPSAING,76977281,+254 751-032-87,achieng.kipsang@outlook.com,1976-11-14,male,Kiambu,Lari,Kijabe,"Plot 7, Lane 17, Ngong Road",2026-10-07,A,AI/ML,Cohort 1,Eng. Ezekiel Mumo,E-Commerce,Withdrawn
TECH-000448,kagendo chepkorir,68670156,+254 762-278-62,kagendo.chepkorir@yahoo.com,1989-08-10,female,Nairobi,Dagoretti North,Kileleshwa,"House 89, Outering Avenue, Kileleshwa",22-03-2024,A,Cloud Computing,Cohort 3,Dr. Daniel Musyoka,AgriTech,Active
TECH-000449,jepkorir wanjohy,54596393,+254 106-287-85,jepkorir.wanjohi@hotmail.com,1997-01-09,female,Machakos,Mavoko,Muthwani,"House 17, Kiambu Street, Mugumo",10 Jul 2024,I,Data Engineering,Cohort 1,Dr. Sarah Mutua,AgriTech,Active
TECH-000450,JONAH AWITI,20439138,+254 763-099-69,jonah.awiti@hotmail.com,1969-06-01,male,Nairobi,Lang'ata,Nairobi West,"House 408, Ngong Road Street, Juja",15 Apr 2024,I,Cloud Computing,Cohort 2,Dr. Joel Muthoka,IoT,Completed
TECH-000451,kimeu muema mugo,24346289,+254 721-756-71,kimeu.mugo@gmail.com,2000-01-10,male,Kiambu,Ruiru,Kahawa Sukari,"Plot 270, Lane 3, Kiambu Road",23 May 2025,I,Cybersecurity,Cohort 2,Prof. Robert Kamau,Logistics,Active
TECH-000452,NAISULA KARIUKI,39930857,+254 703-041-76,naisula.kariuki@gmail.com,1982-06-19,female,Uasin Gishu,Moiben,Sergoit,"House 6, Juja Avenue, Kikuyu",04/01/2025,I,Data Engineering,Cohort 1,Eng. Micah Kioko,Logistics,On Hold
TECH-000453,NDUKU SAIDYMU,82957881,+254 718-471-30,nduku.saidimu@gmail.com,NULL,male,Bungoma,Webuye West,Sitikho,"Plot 325, Lane 12, Kitisuru",2026-06-08,I,Cloud Computing,Cohort 2,Eng. Peter Ochieng,HealthTech,Active
TECH-000454,OMONDI NYAMBANE,25161415,+254 756-722-55,omondi.nyambane@gmail.com,2000-03-12,female,Mombasa,Kisauni,Mwakirunge,"House 431, Kitisuru Road, Lavington",2024-09-09,I,Mobile Development,Cohort 2,Prof. Mercy Nduku,HealthTech,Completed
TECH-000455,ZEPHANIAH KINYUA,95852507,+254 797-376-40,zephaniah.kinyua@outlook.com,2001-01-10,male,Trans Nzoia,Endebess,Chepchoina,"House 150, Ruaraka Street, Lavington",31 Jan 2024,I,AI/ML,Cohort 2,Prof. Robert Kiema,HealthTech,On Hold
TECH-000456,NYAMBURA LANGAD,98451307,+254 703-945-59,nyambura.langat@gmail.com,2004-01-08,female,Trans Nzoia,Kiminini,Hospital,"Plot 350, Lane 16, Kiambu",29-Aug-2026,A,DevOps,Cohort 2,Prof. Robert Kamau,Clean Energy,On Hold
TECH-000457,evelyn gathoni wanyonyi,85770079,+254 787-397-99,evelyn.wanyonyi@outlook.com,1951-11-01,female,Nakuru,Kuresoi North,Kamara,"House 461, Kileleshwa Avenue, Juja",29-Oct-2026,A,AI/ML,Cohort 1,Dr. Sarah Mutua,Fintech,Withdrawn
TECH-000458,jepchumba bridget nanjala,80121095,+254 722-349-97,jepchumba.nanjala@hotmail.com,1976-12-22,female,Mombasa,Kisauni,Bamburi,"House 252, Langata Street, Kikuyu",09/17/2025,I,AI/ML,Cohort 3,Eng. John Wekesa,Clean Energy,Completed
TECH-000459,monica kevin wekesa,31744118,+254 733-972-28,monica.wekesa@gmail.com,1990-03-18,female,Uasin Gishu,Ainabkoi,Kapsoya,"House 231, River Road Street, Kenyatta",20250501,I,Cloud Computing,Cohort 2,Eng. Martin Kasina,AgriTech,Withdrawn
TECH-000460,wairimu jeremiah ali,14874387,+254 729-153-90,wairimu.ali@gmail.com,1992-06-28,female,Nakuru County,Nakuru Town East,Biashara,"House 325, Jogoo Street, Garden Estate",29/10/2026,A,Data Science,Cohort 2,Dr. Mary Akinyi,Logistics,On Hold
TECH-000461,janet momanyi,21477571,+254 707-186-09,janetmomanyi@gmail.com,2001-12-11,M,Kilifi,Ganze,Bamba,Plot312Lane13Kangundo,2026-04-09,pending,Cybersecurity,COHORT 1,Dr. Mary Akinyi,Fintech,Completed
TECH-000462,NASHIPAE KIPCHUMBA,84819541,+254 708-002-81,nashipae.kipchumba@gmail.com,1969-05-12,female,Mombasa,Likoni,Bofu,"Plot 101, Lane 3, Athi River",2025-09-29,I,Cloud Computing,Cohort 3,Dr. Grace Wanjiku,AgriTech,Completed
TECH-000463,kamau atieon,38410379,+254 106-983-90,kamau.atieno@gmail.com,1964-05-05,female,Nakuru,Kuresoi South,Keringet,NA,2024-06-18,,AI/ML,Cohort 1,Eng. Anthony Wanyonyi,Logistics,Active
TECH-000464,alexander kipchumba,46691719,+254 762-005-95,alexander.kipchumba@outlook.com,1976-07-18,male,Nairobi,Kibra,Laini Saba,"Plot 239, Lane 1, Likoni",03/08/2026,I,Cybersecurity,Cohort 2,Prof. Moses Muthoka,Fintech,On Hold
TECH-000465,silas hannah chebet,20599735,+254 799-549-83,silas.chebet@gmail.com,1984-10-25,female,NAKURU,NAKURU TOWN EAST,FLAMINGO,"House 444, Mombasa Road Street, Waiyaki",28-10-2025,A,Data Science,Cohort 2,Eng. Amos Nduku,E-Commerce,Withdrawn
TECH-000466,MARY MUTHAMA,26773207,+254 711-373-40,mary.muthama@yahoo.com,1972-02-13,female,Nyeri,Mathira,Konyu,"Plot 368, Lane 11, Kangundo",22-Sep-2026,A,Cloud Computing,Cohort 3,Dr. Collins Mwania,AgriTech,Withdrawn
TECH-000467,JANET KIHUMBA, 24135622,+254 118-773-71,janet.kihumba@outlook.com,1992-12-06,male,Mombasa,Kisauni,Bamburi,"House 183, Parklands Drive, Ruiru",16-Dec-2024,I,Data Science,Cohort 3,Prof. James Mwangi,Logistics,Active
TECH-000468,naipanoi rimberia,75939648,+254 792-480-63,naipanoi.rimberia@gmail.com,1986-12-27,female,Machakos,Matungulu,Matungulu West,"Plot 348, Lane 4, Ngong",01-Dec-2026,I,Software Engineering,Cohort 3,Dr. Joy Kaloki,HealthTech,Active
TECH-000469,KAIMENYI PATRICK MACHARIA,44476453,+254 728-209-40,kaimenyi.macharia@outlook.com,1975-05-13,female,Machakos,Machakos Town,Kalama,"House 164, Kasarani Drive, Juja",10-31-2024,I,Cybersecurity,Cohort 2,Dr. Joel Muthoka,AgriTech,Withdrawn
TECH-000470,kimani saidimu,50216471,+254 754-585-87,kimani.saidimu@gmail.com,1964-10-19,male,Machakos,Yatta,Matuu,"Plot 345, Lane 5, Ruiru",22-Jul-2024,A,Data Science,Cohort 1,Prof. Mercy Nduku,HealthTech,Completed
TECH-000471,WANGECI PETER BARASA,32135715,+254 118-782-51,w.barasa@outlook.com,16-04-1965,MALE,Bomet,Sotik,NULL,"House 30, Kasarani Road, Lenana",26-12-2026,Inactive,Cybersecurity,Cohort  3,Eng. Amos Nduku,Clean Energy,Withdrawn
TECH-000472,auma wanjiku awino,42945212,NULL,auma.awino@gmail.com,1981-08-03,male,Nakuru,Nakuru Town East,NULL,"Plot 332, Lane 13, Moi Avenue",18-11-2025,NULL,Software Engineering,Cohort 2,Dr. Mary Akinyi,E-Commerce,On Hold
TECH-000473,rose faith langat,71410640,+254 735-483-24,rose.langat@gmail.com,2002-07-24,male,Kiambu,Limuru,Limuru Central,"House 329, Kasarani Road, Thika Superhighway",03-26-2025,A,AI/ML,Cohort 2,Prof. Robert Kiema,E-Commerce,Withdrawn
TECH-000474,NYABOKE MUNYORI,11941728,+254 115-026-78,nyaboke.munyori@gmail.com,1963-12-04,female,Machakos,Machakos Town,Mua,"Plot 306, Lane 9, Jogoo",2024-02-28,A,Cloud Computing,Cohort 2,Eng. Anne Momanyi,EdTech,Completed
TECH-000475,ELIZABETH GITHINJI,58518736,+254 115-510-02,elizabeth.githinji@hotmail.com,1986-01-25,male,Machakos,Kathiani,Upper Kaewa/Iveti,"Plot 73, Lane 13, Parklands",08-04-2026,A,AI/ML,Cohort 1,Eng. Anthony Wanyonyi,IoT,On Hold
TECH-000476,AOKO NJOROGE,NULL,+254 772-554-83,aoko@hotmail.com,04/23/1976,male,Kisumu,Kisumu East,Kolwa East,House50KileleshwaRdLavington,08-19-2025,Pending,Data Engineering,Cohort  3,Dr. Aaron Nduku,Logistics,On Hold
TECH-000477,kanana kosgei,21463219,+254 112-859-34,kanana.kosgei@gmail.com,1990-02-16,male,Nakuru,Nakuru Town West,Kaptembwo,"House 464, Outering Drive, Lavington",2024-12-25,I,Software Engineering,Cohort 1,Eng. Ezekiel Mumo,IoT,Active
TECH-000478,CHERONO KIPSANGG,31-566-119,+254 104-648-40,cherono.kipsang@outlook.com,1996-07-11,female,Kiambu,Limuru,Limuru Central,"Plot 236, Lane 6, Kileleshwa",2025-01-05,I,Software Engineering,Cohort 3,Eng. Peter Ochieng,Logistics,Active
TECH-000479,martin gakii mburu,60671655,+254 709-509-46,martin.mburu@yahoo.com,1998-04-03,male,Kiambu,Ruiru,Gatong'ora,"Plot 98, Lane 5, Parklands",2026-01-23,A,Data Science,Cohort 3,Dr. Sarah Mutua,Logistics,Withdrawn
TECH-000480,jepkorir mwangolo,13537870,NA,jepkorir.mwangolo@outlook.com,1956-04-15,male,Machakos,Mavoko,Kinanie,"House 125, Mugumo Drive, Mombasa Road",29-Sep-2024,A,DevOps,Cohort 2,Eng. Anne Momanyi,IoT,Withdrawn
TECH-000481,HARUN MUTUA KIARIE,37425725,+254 115-196-96,harun.kiarie@gmail.com,1969-01-17,male,Machakos,Yatta,Katangi,"House 401, Mombasa Road Street, Kenyatta",2025-10-13,A,Data Science,Cohort 3,Prof. Obadiah Mwania,HealthTech,Active
TECH-000482,WACHIRA ONDIEKI WANYOIKE,12674689,+254 786-012-07,w.wanyoike@gmail.com,11/03/1957,FEMALE,Meru,NA,Mweronkanga,"HOUSE 301, KITISURU STREET, KIAMBU",NULL,INACTIVE,,C3,Eng. Isaac Mutua,Clean Energy,Withdrawn
TECH-000483,zechariah kasina ojwang,46790628,+254 793-147-82,zechariah.ojwang@gmail.com,1987-12-17,male,Mombasa,Likoni,Shika Adabu,"Plot 75, Lane 9, Ruaraka",03-09-2024,A,Mobile Development,Cohort 2,Prof. Isaiah Kasina,E-Commerce,Completed
TECH-000484,deborah awiti,33535297,+254 764-217-27,deborah.awiti@gmail.com,23-Jan-81,M,BOMET,BOMET CENTRAL,MUTARAKWA,"Plot 309, Ln 20, Kikuyu",02-03-2025,A,Data Science,COHORT 3,Eng. Martin Kasina,Clean Energy,Active
TECH-000485,GEORGE BRIAN MBUTHIA,72768816,+254 719-407-37,george.mbuthia@gmail.com,1968-03-16,male,Kakamega,Matungu,Kholera,"Plot 13, Lane 4, Lavington",13-Oct-25,I,DevOps,Cohort 1,Eng. Anne Momanyi,IoT,Withdrawn
TECH-000486,LENGURO KANGOGO,97606127,+254 735-510-62,lenguro.kangogo@gmail.com,1972-08-14,female,NAIROBI,Kasarani,Clay City,"Plot 229, Lane 8, Lavington",2025-10-29,I,Software Engineering,Cohort 2,Eng. Gilbert Mutisya,Logistics,Active
TECH-000487,beatrice kipkirui chepkorir,30528733,+254 103-764-19,beatrice.chepkorir@yahoo.com,1967-08-13,male,Kisumu,Nyando,Awasi/Onjiko,"House 332, River Road Road, Ngong",04-08-2024,A,AI/ML,Cohort 2,Dr. Joy Kaloki,IoT,Completed
TECH-000488,HAGGAI K. ONGAYA,74287218,+254 728-122-77,haggai.ongaya@gmail.com,1989-02-16,female,Mombasa,Kisauni,Mtopanga,"Plot 106, Lane 12, Kangundo",31-01-2025,A,Cloud Computing,Cohort 2,Eng. Amos Nduku,Logistics,On Hold
TECH-000489,ANN WAMBUUI,NA,+254 117-721-04,a.wambui@gmail.com,1980-12-16,male,NYERI,Othaya,Ngaru,"Plot 290, Lane 12, Outering",24/07/2025,A,Cybersecurity,Cohort 2,Dr. Allan Mumo,EdTech,On Hold
TECH-000490,kamau erick jepkoech,16526108,+254 117-921-57,kamau.jepkoech@outlook.com,1976-11-04,male,Bungoma,Kabuchai,West Nalondo,"Plot 110, Lane 19, Thika Superhighway",11 Jun 2024,A,Data Science,Cohort 3,Prof. Isaiah Kasina,HealthTech,On Hold
TECH-000491,JEREMIAH KIVVUVA,94650851,+254 799-317-57,jeremiah.kivuva@yahoo.com,1995-06-27,female,Nakuru,Bahati,Dundori,"House 374, Kiambu Road Drive, Mombasa Road",06-17-2026,I,Cloud Computing,Cohort 2,Dr. Grace Wanjiku,Logistics,Completed
TECH-000492,TIMOTHY AUMA,49533451,+254 763-735-61,timothy.auma@gmail.com,1993-10-04,female,Kiambu,Kiambu,Ting'ang'a,"House 66, Westlands Road, Lenana",28-Jan-25,I,Mobile Development,Cohort 2,Eng. Peter Ochieng,AgriTech,Completed
TECH-000493,GILBERT WANGARI,40198707,+254 764-113-67,gilbert.wangari@gmail.com,1957-05-19,female,Machakos County,Kathiani,Mitaboni,"Plot 335, Lane 6, Kileleshwa",2025-07-02,I,Cybersecurity,Cohort 1,Prof. Victor Kioko,EdTech,On Hold
TECH-000494,JEPCHUMBA KEMEI,50511614,+254 786-064-81,jepchumba.kemei@gmail.com,1980-10-28,male,Nakuru,Molo,Elburgon,"Plot 285, Lane 9, Lavington",2026-12-24,A,Cybersecurity,Cohort 3,Dr. Joel Muthoka,Clean Energy,On Hold
TECH-000495,KALOKI AWINO MWAMBURI,41979969,NA,kaloki.mwamburi@gmail.com,,female,Turkana,NULL,Kalamon,"Plot 421, Lane 18, Thika",01/11/2024,A,DevOps,Cohort 1,Eng. Gilbert Mutisya,Clean Energy,On Hold
TECH-000496,KIMANI KAGWIRIA OMONDI,50545587,+254 772-516-70,kimani.omondi@gmail.com,1974-11-02,female,Nyeri,Nyeri Town,Kiganjo/Mathari,"Plot 404, Lane 13, Kitisuru",03/04/2024,I,Cybersecurity,Cohort 1,Dr. Joy Kaloki,HealthTech,On Hold
TECH-000497,jeremiah kanana tsuma,71523036,+254 728-968-22,j.t@gmail.com,09/01/1988,Male,Kiambu,Ruiru,Gatong'ora,"PLOT 288, LANE 17, RIVER ROAD",2026-09-22,inactive,Data Science,Cohort  2,Prof. Kevin Muriuki,IoT,Withdrawn
TECH-000498,awiti wairimu,49457335,+254 729-226-80,awiti.wairimu@hotmail.com,1988-08-13,female,Nakuru,Molo,Elburgon,"Plot 63, Lane 12, Karen",20 Jan 2026,A,Data Science,Cohort 2,Dr. Michael Gitonga,Clean Energy,On Hold
TECH-000499,amos mutisya,90458662,+254 777-552-88,amos.mutisya@gmail.com,1991-04-06,female,Meru,Tigania West,Akithi,"House 251, Kenyatta Street, Langata",2025-11-08,A,Cloud Computing,Cohort 1,Prof. Moses Muthoka,Logistics,Completed
TECH-000500,chepkoech mutua mwakisha,45064728,+254 118-348-15,chepkoech.mwakisha@gmail.com,1993-01-11,male,Turkana,Turkana West,Kalobeyei,"House 386, Kiambu Drive, Ruaraka",2025-05-12,I,Data Engineering,Cohort 2,Eng. Elijah Mwania,E-Commerce,On Hold
TECH-000501,victor ngenno,63-539-335,+254 119-840-70,victor.ngeno@gmail.com,1988-01-03,male,Nairobi,Dagoretti North,Gatina,"House 32, Jogoo Street, Limuru",16-Apr-2024,A,DevOps,Cohort 1,Eng. Micah Kioko,Logistics,Withdrawn
TECH-000502,CHRISTOPHER JEPKORIR,52414064,+254 718-844-76,christopher.jepkorir@hotmail.com,1993-03-28,female,Nyeri,Othaya,Karima,"Plot 305, Lane 17, Ruaraka",04/09/2026,I,AI/ML,Cohort 3,Prof. Robert Kiema,AgriTech,Completed
TECH-000503,BRENDA BOSIBORI MUSILA,36568577,+254 798-830-48,brenda.musila@outlook.com,2002-07-13,female,Nakuru,Naivasha,Biashara  Naivasha,"House 334, Kikuyu Avenue, Athi River",12/11/2025,A,Software Engineering,Cohort 3,Dr. Collins Mwania,AgriTech,Completed
TECH-000504,ISAIAH ALICE WANYONYI,35-798-812,+254 791-370-56,isaiah.wanyonyi@outlook.com,1980-01-14,male,Kisumu,Muhoroni,Ombeyi,"Plot 476, Lane 15, Thika Superhighway",20241129,I,DevOps,Cohort 3,Prof. Victor Kioko,Clean Energy,Completed
TECH-000505,MARTHA MACHARI,59-221-290,+254 758-566-25,mmacharia@yahoo.com,21-Dec-1987,M,Nairobi,Dagoretti North,Gatina,"Plot 422, Lane 4, Ruaraka",04-04-2024,Active,AI/ML,COHORT-01,Prof. Catherine Chepkorir,Fintech,Withdrawn
TECH-000506,leshan gistonga,15-843-117,+254 725-493-76,leshan.gitonga@hotmail.com,1998-10-24,female,Machakos,Machakos Town,Kalama,"Plot 86, Lane 8, Garden Estate",02-06-2025,I,Software Engineering,Cohort 2,Prof. David Kiprotich,E-Commerce,Active
TECH-000507,KARIUKI BRIAN MBUTHIA,64452866,+254 701-950-37,kariuki.mbuthia@hotmail.com,2003-04-11,female,Kiambu,Kikuyu,Sigona,"House 415, Limuru Road, Kikuyu",25-12-2026,I,AI/ML,Cohort 1,Dr. Joel Muthoka,AgriTech,Completed
TECH-000508,CHEPKIRUI GAKII NDEGWA,64621853,+254 751-971-43,chepkirui.ndegwa@yahoo.com,1979-02-12,male,Kiambu,Ruiru,Gatong'ora,"House 347, Mombasa Road Street, Westlands",20250324,A,Software Engineering,Cohort 1,Prof. Isaiah Kasina,Fintech,Withdrawn
TECH-000509,bosibori kamande,68953251,NA,bosibori.kamande@gmail.com,1959-12-09,male,,Muhoroni,Muhoroni/Koru,"House 314, Kangundo Drive, Kileleshwa",10-Sep-2024,I,NA,Cohort 1,Prof. Mercy Nduku,EdTech,Active
TECH-000510,OKOTH LESHAN,72895019,+254 762-454-50,okoth.leshan@gmail.com,1994-12-05,female,Bomet,Bomet Central,Ndarawetta,"House 164, Kiambu Road Drive, Mugumo",2025-12-17,A,Cybersecurity,Cohort 3,Dr. Daniel Musyoka,EdTech,Completed
TECH-000511,mumo kagwe,36971737,+254 747-946-50,mumo.kagwe@gmail.com,1992-08-10,male,Kakamega,Ikolomani,Idakho Central,"House 478, Tom Mboya Street, Kiambu Road",27/07/2026,I,Cloud Computing,Cohort 1,Dr. Jeremiah Kioko,HealthTech,Withdrawn
TECH-000512,MWENDE NYAMBANE,37949530,+254 118-180-51,mwende.nyambane@gmail.com,1961-04-21,male,Nakuru,Kuresoi North,Kiptororo,"Plot 12, Lane 20, Lavington",01-16-2025,I,Data Engineering,Cohort 1,Dr. Allan Mumo,E-Commerce,On Hold
TECH-000513,MARTHA NZIOKA,44103265,+254 755-743-79,martha.nzioka@gmail.com,1991-05-20,male,Nairobi,Dagoretti North,Gatina,"Plot 114, Lane 11, Waiyaki",11/14/2025,I,Cloud Computing,Cohort 1,Prof. Kevin Muriuki,E-Commerce,Active
TECH-000514,AWITI ISAIAH KAMAU,77431786,+254 104-116-11,awiti.kamau@hotmail.com,1987-11-18,male,Nairobi,Dagoretti South,Ngando,"House 365, Kiambu Road Avenue, Ruiru",24-11-2026,A,Data Science,Cohort 3,Eng. John Wekesa,HealthTech,Withdrawn
TECH-000515,jonah mbaka,55342937,+254 771-547-32,jonah.mbaka@gmail.com,1978-06-09,female,NULL,NA,Watamu,"House 42, Lenana Street, Kiambu",23/09/2026,I,Cybersecurity,Cohort 3,Prof. Robert Kamau,IoT,Withdrawn
TECH-000516,naipanoi cecilia situma,23657675,+254 764-198-66,naipanoi.situma@hotmail.com,1988-01-21,female,Meru,Igembe Central,Akachiu,"Plot 466, Lane 4, Langata",06/25/2025,A,Cybersecurity,Cohort 2,Prof. Isaiah Kasina,Logistics,Completed
TECH-000517,EUNICE MUENI KAMOTHO,31-839-746,+254 727-324-57,eunice.kamotho@hotmail.com,1988-08-02,male,Kilifi,Kaloleni,Kaloleni,"House 54, Jogoo Avenue, Thika",05-16-2026,I,Software Engineering,Cohort 3,Eng. Amos Nduku,Fintech,Active
TECH-000518,AWINO MOGAKKA,64543706,+254 731-993-13,awino.mogaka@hotmail.com,1985-10-15,female,Turkana,Turkana Central,Kalokol,"House 382, Juja Drive, Kikuyu",2025-07-23,A,Software Engineering,Cohort 2,Eng. Ezekiel Mumo,AgriTech,Active
TECH-000519,LILIAN ALLAN NDEGWA,61321020,+254 787-717-09,lilian.ndegwa@outlook.com,1987-01-08,female,Nairobi,Westlands,Kangemi,"Plot 388, Lane 3, Uhuru",19-Feb-2024,I,Data Engineering,Cohort 3,Eng. Martin Kasina,AgriTech,Withdrawn
TECH-000520,GRACE KASINA CHEPNGENO,95347156,+254 787-878-92,grace.chepngeno@gmail.com,1991-09-21,male,Kakamega,Mumias East,Lusheya/Lubinu,"House 169, Kilimani Street, Uhuru",2025-03-02,A,Data Engineering,Cohort 1,Dr. Collins Mwania,E-Commerce,Completed
TECH-000521,KIPKEMBOI WADADA,82494405,+254 716-394-91,kipkemboi.wadada@hotmail.com,1992-03-13,female,Kakamega,Mumias East,Malaha/Isongo/Masindi,"Plot 432, Lane 20, Kikuyu",2025-10-07,I,Mobile Development,Cohort 1,Prof. David Kiprotich,Logistics,Withdrawn
TECH-000522,KEMUNTO OKOTH,26573957,+254 723-757-99,kemunto.okoth@yahoo.com,1991-10-04,male,Bungoma,Kabuchai,Mukuyuni,"House 461, Kenyatta Road, Thika",20250327,I,AI/ML,Cohort 1,Eng. Isaac Mutua,EdTech,Withdrawn
TECH-000523,NOKUN KIPEKMBOI,24875109,+254 723-617-28,nokun.kipkemboi@yahoo.com,1986-03-28,male,Uasin Gishu,Ainabkoi,Ainabkoi/Olare,"House 448, Juja Avenue, Kangundo",15-08-2026,I,Cloud Computing,Cohort 1,Dr. Grace Wanjiku,EdTech,Active
TECH-000524,KARIUKI TOWETT,87277029,+254 705-842-02,kariuki.towett@gmail.com,1967-09-17,female,Nairobi,Kasarani,Clay City,"House 49, Westlands Drive, Kangundo",2024-05-19,A,Data Engineering,Cohort 2,Prof. Esther Ondieki,IoT,Active
TECH-000525,mwikali mercy wanjohi,,0733.564.47,mwikali.wanjohi@gmail.com,2000-03-05,female,Nairobi,Dagoretti North,NA,NULL,08-08-2024,A,Data Science,,Eng. Elijah Mwania,EdTech,On Hold
TECH-000526,JEBET NABWIRE KAGWE,1752-2634,+254 777-684-44,jebet.kagwe@outlook.com,1997-05-28,male,Kiambu,Lari,Kinale,"House 460, Ngong Road Avenue, Kiambu Road",2024-12-25,A,AI/ML,Cohort 1,Dr. Lucy Otieno,Clean Energy,Active
TECH-000527,kimeu kwamboka wamuyu,88448668,+254 743-585-00,kimeuwamuyu@gmail.com,1998-05-09,male,Bomet,Bomet Central,Mutarakwa,"House 352, Argwings Kodhek Drive, Kiambu",22/10/2026,Pending,DevOps,C-2,Dr. Jeremiah Kioko,HealthTech,Completed
TECH-000528,SIMON MWANIA SIGEI,97389730,+254 114-964-18,simon.sigei@yahoo.com,1982-01-12,female,Mombasa,Mvita,Mji wa Kale,"Plot 232, Lane 15, Limuru",23-06-2026,I,Data Science,Cohort 1,Dr. Jonah Kasina,Fintech,Active
TECH-000529,mutinda baya,56814976,+254 117-906-41,mutinda.baya@gmail.com,1979-08-04,female,Bungoma,Webuye West,Sitikho,"Plot 193, Lane 20, Kileleshwa",05-09-2025,I,AI/ML,Cohort 2,Dr. Grace Wanjiku,Fintech,Withdrawn
TECH-000530,ADHIAMBO MUGO GITHUA,27668895,+254 739-031-08,adhiambo.githua@outlook.com,1986-10-13,male,Mombasa,Likoni,Tsimba,"Plot 402, Lane 2, Kileleshwa",2026-08-03,I,Cybersecurity,Cohort 2,Eng. John Wekesa,Logistics,Completed
