beneficiary_id,full_name,id_number,mobile,email_address,date_of_birth,gender,county,sub_county,ward,postal_address,registration_date,status,training_center,training_area,skill_category,training_status,completion_status
VOC-000470,OWUOR AARON ONGAYA,3592-9785,+25474195082,N/A,1985-04-08,M,Nairobi,NA,Kasarani,Not Provided,2024-02-28,INACTIVE,Nairobi Vocational Training Centre,Carpentry,Digital,Enrolled,Certified
VOC-000471,WAFULA OMONDI,89984645,+25470103485,Not Provided,1988-02-28,M,Nairobi,Kasarani,Njiru,N/A,07/07/2024,ACTIVE,Thika Technical Training Institute,Hairdressing,Digital,Completed,Completed
VOC-000472,KIOKO CHEPKWONY,81-436-260,+25470284785,kioko.chepkwony@gmail.com,1986-02-26,F,Trans Nzoia,Saboti,Kinyoro,"House 343, Langata Drive, Langata",26/07/2023,ACTIVE,Kitale Technical College,Hairdressing,Hospitality,Completed,Ongoing
VOC-000473,ROSE RUTH ADOYO,3939-8504,+25476213251,rose.adoyo@gmail.com,1984-07-06,F,Bungoma,Kabuchai,Bwake/Luuya,"Plot 251, Lane 2, Waiyaki",04/21/2025,ACTIVE,Kisumu Youth Skills Centre,Masonry,Artisan,In Progress,Not Started
VOC-000474,KIPSANG MWOROA SENTEU,84378065,+25477947613,Kipsang.senteu@hotmail.com,1964-09-24,M,Nairobi,Lang'ata,Nyayo Highrise,"Plot 208, Lane 7, Ruiru",11-01-2024,INACTIVE,Eldoret Polytechnic,Graphics Design,Technical,Dropped Out,Ongoing
VOC-000475,AGNES MUKHWANA,34678331,+25476201045,agnes.mukhwana@gmail.com,1968-10-20,F,Trans Nzoia,Saboti,Saboti,"Plot 288, Lane 17, Westlands",02-Oct-2023,ACTIVE,Bomet Youth Polytechnic,Welding,Technical,Completed,Certified
VOC-000476,GRACE ADOYO,61753132,+25474731035,grace.adoyo@gmail.com,1992-12-20,F,Bomet,Sotik,Chemagel,"House 163, Likoni Street, Uhuru",08-09-2025,ACTIVE,Nairobi Vocational Training Centre,Carpentry,Hospitality,Enrolled,Not Started
VOC-000477,STEPHEN EDITH AWITI,72606225,+25477134525,Stephen.awiti@gmail.com,1961-04-15,F,Nairobi,Kibra,Laini Saba,"House 158, Tom Mboya Drive, Kiambu",15-Oct-2025,INACTIVE,Kakamega Youth Polytechnic,Welding,Digital,Dropped Out,Completed
VOC-000478,LOIS OPIYO,N/A,+25470526962,Lois.opiyo@gmail.com,1979-05-09,M,Mombasa,Mvita,Tononoka,"Plot 116, Lane 11, Langata",08/02/2024,ACTIVE,Kilifi Institute,Graphics Design,Hospitality,Dropped Out,Completed
VOC-000479,KIMEU FAITH SITUMA,74764506,+25472611994,ksituma@gmail.com,20/02/1978,MALE,Machakos,Machakos Town,Machakos Central,Plot400Lane11Parklands,07/06/2025,active,Eldoret Polytechnic,Graphics Design,HOSPITALITY,Dropped Out,Not Started
VOC-000480,WABOMBA MHCARO,52538666,+25411517591,Wabomba.mcharo@gmail.com,N/A,M,NA,Not Provided,Kaloleni,"House 151, Kasarani Drive, Argwings Kodhek",07/12/2024,INACTIVE,Kakamega Youth Polytechnic,Tailoring,Hospitality,In Progress,Not Started
VOC-000481,NAHUM RACHEL OKELLO,33851205,+25411682534,nahum57@hotmail.com,09 Sep 1991,Female,Kisumu,Nyakach,North Nyakach,Plot148Lane4TomMboya,28 Mar 2025,INACTIVE,Nakuru Industrial Training Centre,Hairdressing,ARTISAN,Enrolled,Certified
VOC-000482,OCHIENG KIPKIRUI,NA,+25472457371,ochieng.kipkirui@gmail.com,1974-11-13,M,Trans Nzoia,Endebess,Endebess,"House 449, Kiambu Road Drive, Ruiru",06 Feb 2024,INACTIVE,Eldoret Polytechnic,Metalwork,Artisan,In Progress,Completed
VOC-000483,KEBASO KIPNGETICH,22201828,+25474853654,kebaso.kipngetich@gmail.com,2003-09-13,F,Nairobi,Dagoretti North,Kawangware,"House 211, Limuru Road, Garden Estate",04/30/2024,ACTIVE,Kakamega Youth Polytechnic,Carpentry,Artisan,In Progress,Completed
VOC-000484,SENTEU KOROSS,40799334 ,+25410707716,senteu.koross@gmail.com,1989-01-08,F,Not Provided,Bomet Central,NA,"Plot 221, Lane 3, Mugumo",2025-02-02,N/A,Nairobi Vocational Training Centre,Tailoring,Digital,Enrolled,Certified
VOC-000485,MWOROA TIMOTHY WANYOIKE,69463339,+25473456731,Mworoa.wanyoike@yahoo.com,1977-04-24,F,Not Provided,Yatta,Ikombe,"Plot 387, Lane 15, Lenana",23/04/2024,INACTIVE,Not Provided,ICT,Digital,Dropped Out,Certified
VOC-000486,CHEPKOECH GICHURU RONO,97670851,+25472913074,chepkoech.rono@hotmail.com,1990-10-01,M,Nakuru,Molo,Marioshoni,"Plot 279, Lane 11, Kangundo",05 Sep 2023,INACTIVE,Bomet Youth Polytechnic,Automotive,Hospitality,Completed,Not Started
VOC-000487,ATIENO MUGO KOECH,93373651,+25471222233,atieno.koech@gmail.com,1978-02-22,M,Kakamega,Khwisero,Kisa North,"House 237, Outering Street, Jogoo",2023-09-17,INACTIVE,Bomet Youth Polytechnic,ICT,Technical,Enrolled,Certified
VOC-000488,ONDITI MWINYI,27032738,+25477723313,Onditi.mwinyi@gmail.com,1991-06-01,F,Uasin Gishu,Turbo,Tapsagoi,"House 309, Ngong Drive, Lavington",21-Oct-2025,INACTIVE,Kilifi Institute,Carpentry,Artisan,Completed,Ongoing
VOC-000489,BEATRICE NJUGUNNA,13254023,+25473762233,Beatrice.njuguna@outlook.com,1985-02-27,F,Bungoma,Webuye West,Matulo,"Plot 40, Lane 14, Parklands",2024-05-26,ACTIVE,Kisumu Youth Skills Centre,Graphics Design,Hospitality,In Progress,Completed
VOC-000490,ONYANGO KILONZO MULWA,88390358,+25478980978,Onyango.mulwa@outlook.com,1987-03-09,M,Not Provided,Not Provided,MWANAMWINGA,"Plot 344, Lane 17, Athi River",01/26/2025,ACTIVE,Kilifi Institute,Hairdressing,Artisan,Enrolled,Completed
VOC-000491,CHARITY JOSHUA MURIUKI,76161613,+25471775206,charity.muriuki@outlook.com,NA,F,Kakamega,Lugari,Manda/Shivanga,Not Provided,2023-10-17,INACTIVE,Mombasa Technical Institute,Catering,Digital,Enrolled,Certified
VOC-000492,STEPHEN THOMAS KIPCHUMBA,95913974,+25473310758,NA,Not Provided,female,NA,Kikuyu,Sigona,"Plot 341, Ln 14, Lenana",28-Oct-2024,ACTIVE,Meru Vocational Centre,Electrical,TECHNICAL,Completed,Completed
VOC-000493,OWUOR MOKUA,99646907,+25479959597,owuor.mokua@gmail.com,1983-09-13,F,Kiambu,Ruiru,Kiuu,"House 424, Westlands Road, Kiambu Road",2024-02-13,INACTIVE,Eldoret Polytechnic,ICT,Hospitality,Completed,Not Started
VOC-000494,MARETE KANANA WANGARI,9697-3536,+25471999867,marete.wangari@yahoo.com,1978-06-19,M,Trans Nzoia,Endebess,N/A,"Plot 127, Lane 19, Ruaraka",20-Mar-2025,ACTIVE,Thika Technical Training Institute,ICT,Technical,Enrolled,Completed
VOC-000495,MUTHOKA KOECH,56299841,+25478846602,muthoka.koech@gmail.com,1990-12-26,M,Mombasa,Changamwe,Chaani,"Plot 311, Lane 10, Westlands",07-10-2024,INACTIVE,Eldoret Polytechnic,Tailoring,Hospitality,In Progress,Not Started
VOC-000496,KANAMPIU WAFULA,76205523,+25473868760,Kanampiu.wafula@outlook.com,1970-11-04,M,Trans Nzoia,Endebess,Endebess,"House 407, Langata Road, Langata",2025-07-01,INACTIVE,Thika Technical Training Institute,Graphics Design,Technical,In Progress,Ongoing
VOC-000497,ONYANGO NABWIRE KAMAU,79769403,+25471359214,onyango.kamau@gmail.com,1993-08-13,M,Nairobi,Westlands,Kangemi,"Plot 463, Lane 18, Ngong",29-Sep-2023,ACTIVE,Machakos Technical Institute,Plumbing,Technical,In Progress,Ongoing
VOC-000498,ONSONGO NDEGWA,62451159,+25477756475,onsongo.ndegwa@yahoo.com,1950-11-27,M,Mombasa,Nyali,Ziwa la Ng'ombe,"Plot 70, Lane 16, Moi Avenue",05/03/2023,INACTIVE,Kisumu Youth Skills Centre,Plumbing,Hospitality,Completed,Completed
VOC-000499,KIMEU EMILY NJOROGE,26-195-804,Not Provided,kimeu.njoroge@gmail.com,1994-06-11,M,N/A,North Imenti,Nkubu,"House 85, Parklands Drive, Ruiru",2023-06-13,Not Provided,Kitale Technical College,Automotive,Hospitality,Completed,Completed
VOC-000500,AUMA ONSONGO MUGO,53158132,+25473471566,auma.mugo@outlook.com,1977-03-24,M,Kiambu,Githunguri,Githiga,"Plot 191, Lane 20, Argwings Kodhek",14-Jan-24,INACTIVE,Machakos Technical Institute,Carpentry,Artisan,Completed,Not Started
VOC-000501,KEVIN SIGEI,36103070,+25470926219,kevin.sigei@gmail.com,1985-08-20,M,Bungoma,Kabuchai,Kabuchai/Chwele,"House 88, Juja Drive, Mugumo",20-06-2024,INACTIVE,Kisumu Youth Skills Centre,Carpentry,Digital,Enrolled,Completed
VOC-000502,GITONGA ONGERO,11638822,+25411137491,gitonga.ogero@yahoo.com,1997-05-16,F,Kilifi,Ganze,Jaribuni,N/A,2025-01-03,ACTIVE,N/A,Hairdressing,Hospitality,Dropped Out,Not Started
VOC-000503,NAISULA GITHINJI OGERO,17076084,+25479551550,Naisula.ogero@gmail.com,1994-10-09,F,Mombasa,Likoni,Bofu,"Plot 63, Lane 14, Lavington",20/12/2024,ACTIVE,Meru Vocational Centre,Tailoring,Digital,In Progress,Ongoing
VOC-000504,WABOMBA KIPKOECH COLLINS,33847090,+25478880853,kipkoech.wabomba@gmail.com,1976-05-22,F,Mombasa,Likoni,Shika Adabu,"Plot 107, Lane 4, Kenyatta",2025-01-26,INACTIVE,Kilifi Institute,Automotive,Hospitality,Completed,Completed
VOC-000505,MWIKALI NEKESA,67720123,+25476302717,Mwikali.nekesa@gmail.com,1984-10-12,M,Kiambu,Kikuyu,Sigona,"Plot 137, Lane 3, Kilimani",23 Apr 2024,INACTIVE,Kakamega Youth Polytechnic,ICT,Technical,Completed,Ongoing
VOC-000506,ATIENO MWIKALI WANGARI,77461035,+25474511837,atieno.wangari@gmail.com,1995-06-13,M,Kiambu,Ruiru,Kahawa Sukari,"House 438, River Road Road, Mugumo",24/12/2025,INACTIVE,Kilifi Institute,Automotive,Technical,Enrolled,Not Started
VOC-000507,KIPSANG RIMBERIA MWOROA,46036538,+25470978017,kipsang.mworoa@gmail.com,NA,M,Nyeri,Kieni,Mwiyogo/Endarasha,"Plot 383, Lane 10, Kasarani",22-May-2025,NA,Kitale Technical College,Hairdressing,Digital,In Progress,Not Started
VOC-000508,KIPCHUMBA JONAH KANGOGO,51808819,+25470283717,Kipchumba.kangogo@gmail.com,1969-07-11,FEMALE,Machakos,Machakos Town,Kalama,"House 47, Lenana Street, Ruiru",11-11-2023,active,Kakamega Youth Polytechnic,Tailoring,ARTISAN,In Progress,Ongoing
VOC-000509,NABEA SIGEI,98830506,+25473249865,Nabea.sigei@outlook.com,1970-04-05,M,Nairobi,Dagoretti North,Gatina,"Plot 67, Lane 18, Kileleshwa",20241231,ACTIVE,Thika Technical Training Institute,Carpentry,Digital,In Progress,Completed
VOC-000510,DOROTHY MAINE,68402385,+25411874001,Dorothy.maina@outlook.com,1979-08-15,M,Nairobi,Dagoretti South,Mutuini,"Plot 14, Lane 2, Kileleshwa",2025-04-06,INACTIVE,Nakuru Industrial Training Centre,Metalwork,Hospitality,In Progress,Certified
VOC-000511,ADHIAMBO NAFULA NDUNGE,NA,+25479955418,Adhiambo.ndunge@outlook.com,24-07-1985,F,Kiambu,Limuru,Ndeiya,"plot 375, lane 2, kikuyu",20230325,pending,Kisumu Youth Skills Centre,Automotive,ARTISAN,Completed,Completed
VOC-000512,RUTH KIPCHUMBA,57509988,+25476289346,Ruth.kipchumba@hotmail.com,1985-08-22,F,Nairobi,NA,Ngando,NA,03/10/2024,INACTIVE,Machakos Technical Institute,Hairdressing,Hospitality,In Progress,Certified
VOC-000513,MUEMA KAMOTHO,47468823,N/A,muema.kamotho@hotmail.com,1980-03-26,M,Kiambu,Kikuyu,Kinoo,"Plot 97, Lane 14, Langata",2023-02-06,INACTIVE,Machakos Technical Institute,Plumbing,Artisan,Enrolled,Ongoing
VOC-000514,JANE WADADA,83508869,+25472215828,jane.wadada@gmail.com,1990-05-20,F,Meru,North Imenti,Kithirune,"House 295, Argwings Kodhek Road, Kenyatta",18/05/2023,INACTIVE,Bomet Youth Polytechnic,Electrical,Technical,Enrolled,Certified
VOC-000515,CYNTHIA OTIENO KANGOGO,79218993,+25476168766,cynthia.kangogo@yahoo.com,1982-11-17,F,NA,Tigania West,Not Provided,"House 293, Kangundo Avenue, Kiambu Road",20/08/2025,N/A,Mombasa Technical Institute,Electrical,Technical,Enrolled,Ongoing
VOC-000516,KASINA KIKIRUI,14120244,+25478577912,Kasina_kipkirui@gmail.com,15/02/1972,female,Nairobi,Kasarani,Njiru,"plot 112, lane 10, westlands",08-Jun-2025,inactive,Thika Technical Training Institute,Carpentry,ARTISAN,In Progress,Completed
VOC-000517,WANGARI EDITH JEPKOECH,48373096,+254 792 915 69,wangari.jepkoech@hotmail.com,1989-04-02,F,Machakos,Machakos Town,Kalama,"Plot 139, Lane 12, Langata",09/19/2024,INACTIVE,Meru Vocational Centre,Metalwork,Artisan,Dropped Out,Certified
VOC-000518,NASERIAN ONDIEKI,42390660,+25474387538,naserian.ondieki@outlook.com,1967-12-10,M,Kilifi,Kaloleni,Mariakani,"House 264, Moi Avenue Road, Kikuyu",21-Oct-2023,INACTIVE,Kakamega Youth Polytechnic,Electrical,Hospitality,Completed,Certified
VOC-000519,MICAH MWANIA,17134621,+25477385830,Micah.mwania@gmail.com,1999-07-07,F,Nakuru,Molo,Elburgon,"Plot 312, Lane 14, Thika Superhighway",07/30/2023,INACTIVE,Kisumu Youth Skills Centre,Welding,Technical,Enrolled,Not Started
VOC-000520,EVELYN MURIUKI KENEI,73175517,+25477777274,evelyn.kenei@yahoo.com,1983-02-03,F,Machakos,Machakos Town,Mua,"Plot 118, Lane 8, Garden Estate",22-08-2025,INACTIVE,Nairobi Vocational Training Centre,Electrical,Hospitality,Dropped Out,Certified
VOC-000521,CHEPNGENO AWUORR,86515426,+25410561815,Chepngeno.awuor@outlook.com,2004-06-08,F,Kilifi,Kilifi South,Junju,"Plot 169, Lane 17, Limuru",26/03/2024,ACTIVE,Nakuru Industrial Training Centre,Tailoring,Digital,Completed,Not Started
VOC-000522,WAMBUI NASERIAN NALIAKA,42904667,+25411975604,wambui.naliaka@yahoo.com,N/A,F,Mombasa,Nyali,N/A,"Plot 378, Lane 11, Lavington",2024-03-04,N/A,Machakos Technical Institute,Welding,Hospitality,Enrolled,Completed
VOC-000523,OJWANG KIPCHUMBA,60598783,+25411118316,Ojwang.kipchumba@gmail.com,1980-06-09,M,Kiambu,Ruiru,Kiuu,"Plot 334, Lane 2, River Road",04/06/2025,ACTIVE,Bomet Youth Polytechnic,Welding,Hospitality,In Progress,Not Started
VOC-000524,AWITI ISAIAH KAMAU,77431786,+25410411611,Awiti.kamau@hotmail.com,1987-11-18,M,Nairobi,Dagoretti South,Ngando,"House 365, Kiambu Road Avenue, Ruiru",2024-11-11,INACTIVE,Thika Technical Training Institute,Tailoring,Technical,Dropped Out,Certified
VOC-000525,KANAMPIU SUSAN KINYUA,20985043,+25473997179,kanampiu.kinyua@gmail.com,2001-05-16,F,Kiambu,Limuru,Bibirioni,"Plot 306, Lane 11, Ruiru",20-12-2023,ACTIVE,Kakamega Youth Polytechnic,Metalwork,Digital,Dropped Out,Not Started
VOC-000526,AGNES NJUGUNA,62027391,+25473318964,Agnes.njuguna@hotmail.com,2000-10-21,F,TURKANA,Turkana North,Kaeris,"House 281, Kiambu Road, Waiyaki",09/22/2025,ACTIVE,Mombasa Technical Institute,Carpentry,Artisan,Enrolled,Completed
VOC-000527,CHERONO WAITHERA,25706912,+25471438249,Cherono.waithera@hotmail.com,1982-04-02,F,Nairobi,Dagoretti South,Riruta,"Plot 425, Lane 9, Likoni",04/24/2023,INACTIVE,Bomet Youth Polytechnic,Plumbing,Technical,Dropped Out,Certified
VOC-000528,BEATRICE KIMUTAI,12648580,+25473486065,Beatrice.kimutai@gmail.com,1978-04-02,M,Bomet,Bomet Central,Mutarakwa,"House 40, Ruaraka Road, Kiambu Road",2025-04-11,ACTIVE,Thika Technical Training Institute,Carpentry,Technical,Dropped Out,Ongoing
VOC-000529,ANDREW MUTINDA,40671219,+25410767068,Andrew.mutinda@gmail.com,1990-01-11,M,Machakos,Yatta,Matuu,"House 331, Argwings Kodhek Road, Parklands",21/02/2023,ACTIVE,Meru Vocational Centre,Plumbing,Technical,Dropped Out,Completed
VOC-000530,RWERIA WEKESA MWANGO,67869281,+25474398593,rweria.mwango@hotmail.com,1984-05-27,F,Nairobi,Lang'ata,Nyayo Highrise,"Plot 464, Lane 16, Kiambu",13-05-2023,INACTIVE,Mombasa Technical Institute,Metalwork,Technical,Dropped Out,Ongoing
VOC-000531,OCHIENG KAIMENYI,70104994,+25473177087,Ochieng.kaimenyi@gmail.com,2004-02-13,F,Bomet,Konoin,Embomos,"Plot 458, Lane 18, Langata",Not Provided,ACTIVE,Bomet Youth Polytechnic,Plumbing,Technical,Completed,Not Started
VOC-000532,BRIAN WAMUYU,36358707,+25410716537,brian.wamuyu@yahoo.com,1997-05-22,F,Kakamega,Shinyalu,Isukha North,"Plot 343, Lane 2, Kangundo",11/01/2024,ACTIVE,Nakuru Industrial Training Centre,Carpentry,Technical,Enrolled,Completed
VOC-000533,ERICK RACHEL OKELLO,36014440,25478198402,Erick.okello@outlook.com,2000-12-25,M,Kilifi,Ganze,Sokoke,"Plot 247, Lane 6, Kangundo",02-Aug-25,ACTIVE,Kisumu Youth Skills Centre,Automotive,Technical,Completed,Not Started
VOC-000534,MARGARET NDEGWA,Not Provided,+25474219606,margaret.ndegwa@gmail.com,1953-02-13,F,Kisumu County,Nyakach,Central Nyakach,"Plot 40, Lane 16, Likoni",2023-12-16,INACTIVE,Meru Vocational Centre,Automotive,Artisan,Completed,Not Started
VOC-000535,MATTHEW RUTH OPIYO,59867180,+25411894053,matthew.opiyo@outlook.com,1991-03-02,F,Mombasa,Nyali,Mkomani,"Plot 311, Lane 10, Ruiru",2023-10-30,INACTIVE,Kilifi Institute,Catering,Technical,Completed,Ongoing
VOC-000536,CHRISTOPHER MWINYI,66348257,+25477936306,christopher.mwinyi@hotmail.com,2005-01-04,M,Meru,Central Imenti,Mwangathia,"House 474, Moi Avenue Road, Lavington",09-Mar-25,ACTIVE,Nairobi Vocational Training Centre,Hairdressing,Technical,Dropped Out,Certified
VOC-000537,BRENDA WAIRIMU MITEI,63606649,+25472165229,brenda.mitei@hotmail.com,1997-07-27,M,Kisumu,Seme,West Seme,"Plot 409, Lane 8, Kilimani",2025-11-10,INACTIVE,Kilifi Institute,Carpentry,Digital,Dropped Out,Completed
VOC-000538,JEPKORIR MWANGOLO,13537870,Not Provided,jepkorir.mwangolo@outlook.com,NA,M,Machakos,Mavoko,Kinanie,"House 125, Mugumo Drive, Mombasa Road",Not Provided,INACTIVE,Machakos Technical Institute,Plumbing,Hospitality,Dropped Out,Completed
VOC-000539,GLADYS OJWANG,54391723,+25471193019,gladys.ojwang@yahoo.com,1992-01-14,M,Machakos,Kathiani,Lower Kaewa/Iveti,"House 14, Garden Estate Road, Limuru",2023-08-09,INACTIVE,Eldoret Polytechnic,Graphics Design,Technical,In Progress,Ongoing
VOC-000540,ALEXANDER MUEMA CHEPKIRUI,98917575,+25472597938,alexander.chepkirui@yahoo.com,27-Jun-1993,Male,Kakamega,Butere,Marama Central,"House 37, Thika St, Mugumo",27-Nov-2024,I,Kisumu Youth Skills Centre,Plumbing,HOSPITALITY,Dropped Out,Certified
VOC-000541,JEBET WANYONYI,59283521,+25479921200,jebet.wanyonyi@gmail.com,1983-02-23,M,Kiambu,Kabete,Gitaru,"Plot 70, Lane 15, Tom Mboya",03/03/2025,ACTIVE,Kitale Technical College,Masonry,Digital,Dropped Out,Completed
VOC-000542,JEPCHUMBA OTIENO WANJALA,25099746,+25478483045,jepchumba.wanjala@hotmail.com,1959-02-11,F,Meru,Central Imenti,Kabachi,"Plot 443, Lane 11, Kasarani",16/05/2023,ACTIVE,Meru Vocational Centre,Automotive,Digital,Enrolled,Certified
VOC-000543,KIMEU MWANGOLO,24527093,+25479777463,Kimeu.mwangolo@gmail.com,1973-09-27,F,Trans Nzoia,Kiminini,Waitaluk,"Plot 89, Lane 3, Ruiru",07-Jul-23,ACTIVE,Kisumu Youth Skills Centre,Hairdressing,Digital,Enrolled,Certified
VOC-000544,MUTHEU MITEI,35177082,+25478764544,mutheu.mitei@gmail.com,1984-06-02,M,Kakamega,Matungu,Namamali,"House 438, Thika Superhighway Avenue, Likoni",21 Apr 2025,INACTIVE,Nakuru Industrial Training Centre,ICT,Hospitality,Completed,Ongoing
VOC-000545,ELIZABETH MOMANYI,93620256,+25473282829,elizabeth.momanyi@hotmail.com,1991-06-08,F,N/A,Sotik,Not Provided,"House 330, Ngong Road Avenue, Ruiru",03/04/2025,INACTIVE,Thika Technical Training Institute,Automotive,Hospitality,In Progress,Ongoing
VOC-000546,HAGGAI ESTHER KIBATHI,93326883,+25472325582,Haggai.kibathi@yahoo.com,1952-04-10,F,Kisumu,Nyando,East Kano/Wawidhi,"Plot 375, Lane 7, Lavington",15/11/2023,INACTIVE,Nakuru Industrial Training Centre,Plumbing,Artisan,Completed,Ongoing
VOC-000547,NDINDA OCHIENNG,94738725,+25475951703,ndinda.ochieng@outlook.com,1972-02-27,F,BUNGOMA,Kimilili,Kamukuywa,"Plot 368, Lane 4, Ngong Road",21/11/2023,INACTIVE,Kakamega Youth Polytechnic,ICT,Digital,Dropped Out,Not Started
VOC-000548,JOEL KIMANI,94759650,+25472455027,joel.kimani@yahoo.com,1972-02-20,F,Nairobi,Dagoretti South,Riruta,"Plot 190, Lane 16, Thika",14-Oct-2023,ACTIVE,Machakos Technical Institute,Welding,Artisan,Completed,Ongoing
VOC-000549,OPIYO NASSIMIYU,34242013,+25411616087,opiyo.nasimiyu@gmail.com,1999-03-19,M,Machakos,Kangundo,N/A,"Plot 193, Lane 20, Kasarani",NA,ACTIVE,Meru Vocational Centre,Electrical,Hospitality,Completed,Not Started
VOC-000550,WANYONYI SEENTEU,58412445,+25479805282,wanyonyi.senteu@outlook.com,Not Provided,M,Nairobi,Kasarani,Njiru,"House 20, Athi River Drive, Thika Superhighway",29/04/2024,NA,Nairobi Vocational Training Centre,Metalwork,Digital,Enrolled,Completed
VOC-000551,KEBASO CHEPKORIR,69341118,+25474248358,Kebaso.chepkorir@yahoo.com,2005-09-17,F,Kakamega,Mumias East,Malaha/Isongo/Masindi,"Plot 2, Lane 3, Ngong",03-05-2024,INACTIVE,Kitale Technical College,Welding,Hospitality,Enrolled,Not Started
VOC-000552,GAKII BETT,19121702,N/A,Gakii.bett@gmail.com,2005-09-27,F,Kakamega,Butere,Marama South,"Plot 464, Lane 2, Kikuyu",05 Nov 2025,ACTIVE,Nakuru Industrial Training Centre,Tailoring,Hospitality,Enrolled,Completed
VOC-000553,KALOKI GRACE RONO,44942332,+25411480829,Kaloki.rono@yahoo.com,1982-03-28,M,Kisumu,Kisumu East,Manyatta 'B',"House 262, Kiambu Drive, Parklands",19/07/2023,ACTIVE,Kilifi Institute,Electrical,Hospitality,Enrolled,Ongoing
VOC-000554,KAGWIRIA MWANIA WAMUYU,92747419,+25410547335,kagwiria.wamuyu@yahoo.com,1973-06-04,F,Machakos,Masinga,Kivaa,"Plot 432, Lane 17, Kileleshwa",11/21/2025,INACTIVE,Kakamega Youth Polytechnic,Electrical,Digital,Dropped Out,Ongoing
VOC-000555,CHEBET KANAMPIU,21085813,+25478654094,Chebet.kanampiu@outlook.com,1976-10-09,M,Nairobi,Dagoretti South,Waithaka,"Plot 372, Lane 6, Likoni",11/22/2025,INACTIVE,Kakamega Youth Polytechnic,Tailoring,Technical,Completed,Ongoing
VOC-000556,JOHN ONSONNGO,81344862,+25471295472,john_onsongo@hotmail.com,01-12-1971,male,Nairobi,Kibra,Makina,House 202 Ngong Road Road Ruaraka,2025-01-20,Inactive,Bomet Youth Polytechnic,Carpentry,DIGITAL,Completed,Not Started
VOC-000557,CHEPNGENO OMBATI,93612431,+25474585731,C.o@gmail.com,03/10/1990,female,Bomet,Chepalungu,Sigour,"House 371, Moi Avenue Street, Kikuyu",03-Dec-2024,Active,Thika Technical Training Institute,Welding,DIGITAL,In Progress,Completed
VOC-000558,SYOKAU CHEPKWNY,46934135,+25470640384,syokau.chepkwony@gmail.com,2004-06-21,F,Bungoma,Mt. Elgon,Kaptama,"House 306, Jogoo Drive, Ngong Road",19-08-2024,INACTIVE,Bomet Youth Polytechnic,Electrical,Hospitality,In Progress,Ongoing
VOC-000559,DIANA KINYUA WACHIRA,15838870,+25411445080,Diana.wachira@gmail.com,1999-08-24,F,Mombasa,Changamwe,Chaani,"Plot 397, Lane 19, River Road",20240711,INACTIVE,Bomet Youth Polytechnic,Metalwork,Digital,Dropped Out,Completed
VOC-000560,KARIUKI MACHARIA,80529906,+25474710117,kariuki.macharia@yahoo.com,1971-01-27,M,Kisumu,Kisumu West,West Kisumu,"House 66, Lenana Drive, Ngong",2024-12-23,ACTIVE,Bomet Youth Polytechnic,Metalwork,Artisan,Enrolled,Not Started
VOC-000561,KEVIN NABWTIRE,61911006,+25477884407,kevin.nabwire@gmail.com,1974-11-15,F,Mombasa,Jomvu,Miritini,"Plot 115, Lane 6, Lenana",29-Jan-25,ACTIVE,Kilifi Institute,Automotive,Hospitality,Completed,Ongoing
VOC-000562,DEBORAH SENTEO,99390140,NA,deborah.senteu@outlook.com,1988-11-09,M,Machakos,Matungulu,NA,Not Provided,2024-09-10,INACTIVE,Bomet Youth Polytechnic,Plumbing,Technical,Completed,Completed
VOC-000563,KIPKORIR KIPKEMOI,32708438,+25470744324,kipkorir.kipkemoi@hotmail.com,1996-05-13,M,NAIROBI,Dagoretti North,Kileleshwa,"House 193, Kiambu Road Road, Kenyatta",04/10/2024,ACTIVE,Meru Vocational Centre,Tailoring,Hospitality,Enrolled,Completed
VOC-000564,WEKESA NAFULA CHEPKORIR,92227443,+25472719227,Wekesa.chepkorir@gmail.com,1977-12-04,F,Kakamega,Ikolomani,Idakho South,"Plot 21, Lane 18, Lavington",2024-11-17,ACTIVE,Bomet Youth Polytechnic,Electrical,Technical,Completed,Ongoing
