beneficiary_id,full_name,national_id,phone_number,email,date_of_birth,gender,county,sub_county,ward,address,registration_date,status,school_name,education_level,course,scholarship_amount,academic_year
SCH-000437,Wabomba Kimani Mcharo,52538666,011517591,wabomba.mcharo@gmail.com,1973-06-04,Male,Kisumu,Kisumu Central,Kaloleni,"House 151, Kasarani Drive, Argwings Kodhek",20241116,Inactive,JKUAT,Undergraduate,Education,235627,2022/2023
SCH-000438,Ndunge Mulandi,23 756 993,079464678,ndunge.mulandi@gmail.com,1999-05-26,Male,Kilifi,Malindi,Shella,"House 337, Juja Road, Kasarani",2025-11-04,Active,Prestige Academy,Postgraduate,Social Work,164022,2025/2026
SCH-000439,George Gitogna,24037331,011337475,george.gitonga@outlook.com,1997-11-13,Female,Bomet,Konoin,Boito,"House 358, Kasarani Drive, Moi Avenue",24/04/2023,Active,Prestige Academy,Certificate,Architecture,440041,2025/2026
SCH-000440,Kinya Adoyo Mutune,25103503,010533672,kinya.mutune@gmail.com,1981-10-21,Male,Nairobi,Dagoretti South,Ngando,"Plot 320, Lane 2, Juja",09/02/2023,Active,Maranda High School,Undergraduate,Law,129396,2023/2024
SCH-000441,Kagwiria Wachira,83886264,010497030,kagwiria.wachira@gmail.com,1989-10-15,Female,NAIROBI,Lang'ata,South C,"House 255, Kiambu Road Road, Ruiru",09/01/2025,Active,Rift Valley Institute,Postgraduate,Engineering,164384,2022/2023
SCH-000442,Gakunyi Joshua Mogaka,55252973,073767203,gakunyi.mogaka@hotmail.com,1963-10-19,Female,Kisumu,Seme,North Seme,"House 293, Kenyatta Road, Juja",06/17/2024,Inactive,Maseno University,Diploma,Social Work,196418,2025/2026
SCH-000443,Agnes Kipchumba Anyango,86141171,075 596 623,agnes.anyango@gmail.com,1971-04-15,Male,Mombasa,Changamwe,Airport,"Plot 192, Lane 5, Kasarani",30/09/2024,Pending,Mang'u High School,Diploma,Economics,273481,2022/2023
SCH-000444,Kipkemboi Owuor Macharia,40 563 798,079774187,kipkemboi.macharia@outlook.com,1955-07-09,Female,Bomet,Chepalungu,Sigour,"Plot 188, Lane 4, Kiambu",12/02/2024,Active,Maseno University,Postgraduate,Engineering,106309,2023/2024
SCH-000445,Jepkoech Caroline Kangogo,63648445,011601885,jepkoech.kangogo@gmail.com,1998-04-16,Female,Bungoma,Mt. Elgon,Cheptais,"House 205, Argwings Kodhek Drive, Karen",02-Sep-22,Inactive,Maranda High School,Diploma,Social Work,293349,2023/2024
SCH-000446,Susan Rimbeeria,30 307 931,077609085,susan.rimberia@gmail.com,1982-04-07,Female,Bomet,Konoin,Boito,"House 123, Thika Street, Kasarani",2022-09-25,Active,Kabianga High School,Diploma,Business,99526,2022/2023
SCH-000447,Nabwire Mutinda Wamalwa,47932567,011980125,NULL,1970-12-04,Male,Machakos,Machakos Town,Mua,,21/06/2024,Active,Strathmore University,Diploma,Business,435252,2022/2023
SCH-000448,Jepchumba Hassan,22294633,011631623,jepchumba.hassan@gmail.com,1991-08-20,Male,Kisumu,Nyando,Awasi/Onjiko,"Plot 73, Lane 12, River Road",01/30/2025,Pending,Kenya Methodist University,Undergraduate,Accounting,417229,2022/2023
SCH-000449,Caroline SalimKagwiria,38790311,077536550,caroline.salim@gmail.com,1975-07-16,Male,Nakuru,Naivasha,Lake View,"House 281, Kenyatta Road, Kenyatta",03-09-2025,Pending,Egerton University,Undergraduate,Medicine,340342,2024/2025
SCH-000450,Emily Collins Kangogo,26699133,070111292,emily.kangogo@gmail.com,1998-11-05,Male,NAIROBI,KIBRA,MAKINA,"Plot 299, Lane 16, Tom Mboya",23/09/2024,Active,Maseno University,Undergraduate,Economics,110587,2023/2024
SCH-000451,Jebet Munyao Muriuki,40546109,073714127,jebet.muriuki@outlook.com,1970-01-11,Male,Bungoma,Sirisia,Namwela,"Plot 227, Lane 7, Ruiru",22/07/2025,Active,University of Nairobi,Certificate,Agriculture,165290,2022/2023
SCH-000452,Erick Olela,49345327,079654100,erick.olela@yahoo.com,1966-05-07,Male,Kakamega,Lugari,Manda/Shivanga,"House 214, Kenyatta Drive, Kileleshwa",2025-10-04,Active,Moi High School Kabarak,Undergraduate,Medicine,254455,2025/2026
SCH-000453,"Kipngetich, Nasimiyu John",4622-1486,071828978,nasimiyu@hotmail.com,1971-03-03,male,Nairobi,Lang'ata,Nyayo Highrise,Plot 212 Lane 1 Garden Estate,2023-02-28,inactive,Maranda High School,CERTIFICATE,Accounting,309160,2025 / 2026
SCH-000454,Wangeci Ochieng,93829645 ,011391326,wangeci.ochieng@hotmail.com,2002-09-05,Female,Kakamega,Ikolomani,Idakho Central,"House 121, Jogoo Drive, Ruiru",09/09/2023,Pending,Kenya High School,Certificate,Journalism,307762,2025/2026
SCH-000455,Mutheu Okello Nduku,52146187,079404066,mutheu.nduku@hotmail.com,1979-10-25,Female,Uasin Gishu,Turbo,Tapsagoi,"Plot 390, Lane 7, Likoni",02-01-2022,Active,Kenya High School,Undergraduate,Nursing,115957,2024/2025
SCH-000456,Aaron Thomas Wanyonyi,35580680,071699939,aaron.wanyonyi@gmail.com,1979-11-01,Female,Kiambu County,Kikuyu,Nachu,"Plot 73, Lane 12, Parklands",02/09/2023,Pending,Starehe Boys Centre,Certificate,Business,150163,2024/2025
SCH-000457,Chebet Wanjiku Wanjohi,89013846,011139312,chebet.wanjohi@hotmail.com,1973-05-27,Female,Nyeri,Kieni,Gatarakwa,"Plot 167, Lane 11, Langata",30-01-2023,Pending,Prestige Academy,Secondary,Journalism,274476,2023/2024
SCH-000458,Michael Wachira,43400657,070487085,michael.wachira@gmail.com,1971-02-05,Male,Meru,Buuri,Kiirua/Naari,"House 435, Kiambu Avenue, Mombasa Road",20-10-2022,Active,Kenyatta University,Undergraduate,Information Technology,159676,2022/2023
SCH-000459,Atieno Mutua, 99885715,078933087,atieno.mutua@gmail.com,1986-05-27,Female,MACHAKOS,KATHIANI,UPPER KAEWA/IVETI,"House 281, Kiambu Road, Kenyatta",08/10/2023,Inactive,Coast Institute of Technology,Secondary,Civil Engineering,236823,2022/2023
SCH-000460,KEMUNTO MAINA,97458429,070211266,kemunto.maina@yahoo.com,1984-02-26,Male,Kisumu,Kisumu Central,Kaloleni,"Plot 253, Lane 7, Jogoo",2025-06-02,Inactive,Rift Valley Institute,Certificate,Law,112930,2022/2023
SCH-000461,Cecilia Faith Auma,80-510-741,010513029,,1964-04-27,Male,Nakuru,Naivasha,Biashara-Naivasha,"Plot 174, Lane 4, Kileleshwa",NULL,Pending,Kenyatta University,Diploma,Computer Science,327323,2025/2026
SCH-000462,Kagwiria Rutich,98996499,011500263,kagwiria.rotich@gmail.com,1964-02-27,Male,Uasin Gishu,Moiben,Moiben,"House 338, Kiambu Avenue, Kiambu Road",2025-03-10,Active,Kenya Methodist University,Postgraduate,Business,156634,2025/2026
SCH-000463,Kaloki Koech,33000256,010576163,kaloki.koech@gmail.com,1950-10-10,Male,Bomet,Chepalungu,Nyongores,"Plot 127, Lane 3, Argwings Kodhek",2024-04-13,Active,Green Garden Academy,Postgraduate,Architecture,180023,2025/2026
SCH-000464,Oduya Khaemba,87653536,070304483,oduya.khaemba@gmail.com,02-Jan-00,male,NAKURU,Molo,Elburgon,"PLOT 247, LANE 6, LAVINGTON",27-03-2024,INACTIVE,Kenya Methodist University,UNDERGRADUATE,Accounting,210553,2024-2025
SCH-000465,Eunice Awiti Kamau,91140766,074714759,eunice.kamau@gmail.com,1991-11-06,Female,Nairobi,Lang'ata,Nairobi West,"House 437, Kilimani Drive, Waiyaki",01-03-2025,Active,Green Garden Academy,Undergraduate,Engineering,164479,2022/2023
SCH-000466,Paul Langat,94914139,070484395,paul.langat@hotmail.com,1993-09-07,Male,UASIN GISHU,Turbo,Tapsagoi,"House 409, Likoni Street, Moi Avenue",14-02-2025,,Kenya Methodist University,NULL,Nursing,201975,2022/2023
SCH-000467,Catherine Mwendwa,77597242,070110022,catherine.mwendwa@gmail.com,1969-09-19,Female,Kiambu,Kiambu,Kihara,"Plot 343, Lane 9, Juja",03/14/2025,Inactive,Kabianga High School,Certificate,Medicine,406882,2023/2024
SCH-000468,Muthoka Munyao,30946019,011158825,muthoka.munyao@hotmail.com,1966-02-23,Male,Trans Nzoia,Kiminini,Sirende,"Plot 203, Lane 8, Mugumo",11/28/2025,Pending,Kenyatta University,Postgraduate,Agriculture,297601,2023/2024
SCH-000469,Mokua Wambugu,84513202,010762219,mokua_wambugu@gmail.com,2003-07-10,MALE,Kiambu,Githunguri,Githunguri,"House 145, Ruiru Drive, Kangundo",23-06-2024,active,Kabianga High School,CERTIFICATE,Information Technology,139043,2022–2023
SCH-000470,Andrew Kebaso,88248208,079164100,andrew.kebaso@outlook.com,1996-10-09,Male,Nairobi,Kasarani,Mwiki,"Plot 155, Lane 3, Kiambu Road",2025-06-01,Inactive,Lenana School,Diploma,Computer Science,211076,2022/2023
SCH-000471,Habakkuk Gacherru,67426412,079225278,hgacheru@gmail.com,22-02-1986,M,Kiambu,Limuru,Limuru Central,"PLOT 382, LANE 5, KASARANI",04-07-2023,pending,Strathmore University,UNDERGRADUATE,Engineering,323127,2024–2025
SCH-000472,Adhiambo Cheroono,63096404,010884975,adhiambo.cherono@gmail.com,1987-10-09,Male,Kiambu,Limuru,Limuru Central,"Plot 19, Lane 4, Athi River",28-Mar-2025,Inactive,Coast Institute of Technology,Undergraduate,Agriculture,273412,2024/2025
SCH-000473,Awiti Musyoka,47342819,011486999,awiti.musyoka@gmail.com,1983-12-03,Male,MERU,CENTRAL IMENTI,MWANGATHIA,"Plot 204, Lane 14, Kasarani",2023-01-16,Active,Kenya Methodist University,Undergraduate,Accounting,251380,2023/2024
SCH-000474,Mutwiri Musila,82 351 312,077240506,mutwiri.musila@hotmail.com,2001-10-07,Male,Meru,Tigania East,Muthara,"Plot 112, Lane 13, Langata",10-11-2022,Active,Mount Kenya University,Undergraduate,Accounting,302522,2025/2026
SCH-000475,Alexander Wangeci Mwangolo,56268308,011800791,alexander.mwangolo@yahoo.com,1979-08-28,Female,Mombasa,Changamwe,Changamwe,"House 69, Jogoo Street, Athi River",08/08/2024,Inactive,Lenana School,Certificate,Accounting,296817,2022/2023
SCH-000476,Judy Nashipae Ndunge,NULL,073934900,judy.ndunge@outlook.com,1980-12-17,Male,Nairobi,Dagoretti South,Waithaka,"Plot 471, Lane 11, Outering",2022-05-05,Pending,Rift Valley Institute,Certificate,Civil Engineering,171102,2025/2026
SCH-000477,Mutua Rose Onsongo,72458202,071216846,mutua.onsongo@gmail.com,1970-09-03,Female,Nakuru,Molo,Marioshoni,"House 34, River Road Street, Limuru",20251130,Inactive,Kenya Methodist University,Secondary,Nursing,187749,2025/2026
SCH-000478,Kipchumba Mwakideu,17530400,070696086,kipchumba.mwakideu@gmail.com,2001-12-09,Female,Uasin Gishu,Soy,Kipsomba,"Plot 104, Lane 19, Outering",01-23-2025,Inactive,Lenana School,Secondary,Medicine,291716,2024/2025
SCH-000479,Kanampiu Githinji,89 541 250,075667256,kanampiu.githinji@gmail.com,1981-02-17,Female,Kilifi,Kilifi North,Kibarani,"Plot 5, Lane 11, Tom Mboya",2025-03-12,Pending,Kenyatta University,Certificate,Computer Science,141632,2022/2023
SCH-000480,Chepngeno Barnabas Kanampiu,37519951,071649726,chepngeno.kanampiu@gmail.com,2004-11-01,Female,Nyeri,Mathira,Konyu,"Plot 246, Lane 7, Ruaraka",24-Oct-2024,Pending,Lenana School,Undergraduate,Engineering,385732,2025/2026
SCH-000481,Owuor Rachel Gikonyo,32555403,011487896,owuor.gikonyo@yahoo.com,1999-01-05,Female,Nairobi,Kasarani,Ruai,"House 9, Tom Mboya Road, Limuru",18-09-2025,Inactive,Alliance High School,Diploma,Education,268147,2022/2023
SCH-000482,Khaemba Mwikali,83927501,073963305,khaemba.mwikali@gmail.com,1994-10-16,Female,Meru,Igembe South,Mau/Antuamburi,"Plot 7, Lane 4, Juja",10/26/2022,Inactive,Mount Kenya University,Certificate,Computer Science,304491,2023/2024
SCH-000483,Kiprotich Mwrakideu,26355844,079352844,kiprotich.mwakideu@outlook.com,1995-09-05,Male,Nyeri,Othaya,Chinga,"Plot 179, Lane 14, Kiambu Road",28/03/2024,Inactive,JKUAT,Secondary,Accounting,79387,2022/2023
SCH-000484,HABAKKUK DOROTHY CHEPKORIR,54431754,077263846,habakkuk.chepkorir@gmail.com,1971-03-25,Female,Nairobi,Westlands,Parklands,"Plot 146, Lane 5, Kikuyu",2025-02-12,Active,Prestige Academy,Certificate,Journalism,374158,2024/2025
SCH-000485,Musyoka Rebecca Njoroge,61159757,079200272,musyoka.njoroge@gmail.com,1953-11-10,Female,Turkana,Turkana Central,Lodwar Township,"Plot 244, Lane 17, Ngong",14-Feb-2025,Inactive,Alliance High School,Certificate,Education,135982,2024/2025
SCH-000486,Anna  Onsongo,87525372,070775414,anna.onsongo@gmail.com,1999-09-02,Male,Nairobi,Lang'ata,South C,"House 23, Kangundo Street, Kenyatta",02/11/2025,Pending,Kenyatta University,Undergraduate,Law,423586,2025/2026
SCH-000487,Kinyua Kipkoriir,82488696,073693437,kinyua.kipkorir@gmail.com,1990-01-01,Male,Kisumu,Muhoroni,Masogo/Nyang'oma,"Plot 238, Lane 2, Kasarani",05-07-2024,Pending,Lenana School,Undergraduate,Social Work,98227,2024/2025
SCH-000488,Muthaa Ndgewa,39982417,011359304,muthaa.ndegwa@gmail.com,1953-08-18,Female,Bomet,Bomet Central,Chesoen,"Plot 110, Lane 11, Lenana",15-Oct-2025,Active,Maranda High School,Undergraduate,Business,420992,2022/2023
SCH-000489,Chepkoech Ondieki,76971243,073658094,N/A,1967-01-22,Female,NULL,Tetu,N/A,"Plot 177, Lane 17, Garden Estate",05-07-2022,Active,Prestige Academy,Undergraduate,Accounting,78767,2024/2025
SCH-000490,Naserian Juma,93792514,,NULL,1970-10-02,Female,Turkana,Turkana East,Lokichar,,18 Sep 2025,Inactive,Maranda High School,Undergraduate,Engineering,251983,2025/2026
SCH-000491,Kagwiria Naliaka Macharia,NULL,076142527,kagwiria.macharia@hotmail.com,1974-02-24,Male,Kilifi,Kilifi North,Tezo,"House 65, Lenana Avenue, Kiambu",14-08-2022,Pending,Eldoret National Polytechnic,Undergraduate,Journalism,255773,2024/2025
SCH-000492,Timothy Martha Anyango, 31161881,076980333,timothy.anyango@yahoo.com,NULL,Female,Bungoma,Kimilili,NULL,"House 45, Kasarani Drive, Likoni",18 Dec 2023,Inactive,,Diploma,Journalism,289256,2025/2026
SCH-000493,Michael Ali,84036002,011932878,michael.ali@gmail.com,1972-04-15,Male,Kiambu,Kiambu,Ndumberi,"Plot 240, Lane 12, Thika",06-Feb-2022,Active,Mount Kenya University,Certificate,Engineering,245975,2025/2026
SCH-000494,Leah Odkiambo,53-225-813,254 117 280 70,leah.odhiambo@outlook.com,1976-06-22,Female,Mombasa,Nyali,Ziwa la Ng'ombe,"Plot 88, Lane 1, Outering",06-Apr-2023,Pending,Green Garden Academy,Postgraduate,Social Work,148969,2024/2025
SCH-000495,Benjamin John Mcharo,99446929,078876714,benjamin.mcharo@hotmail.com,1984-07-13,Female,Kiambu,Lari,Kijabe,"Plot 93, Lane 13, Limuru",06-Jan-23,Inactive,Kenya Methodist University,Postgraduate,Social Work,153879,2025/2026
SCH-000496,Edward Kipngetich,71222108,076426266,ekipngetich@yahoo.com,07-01-1990,Male,Kiambu,Lari,Kinale,"Plot 104, Ln 4, Kenyatta",20-Mar-25,Active,Mang'u High School,DIPLOMA,Architecture,379775,2022- 2023
SCH-000497,Alexander  Mwakideu,52097153,077846866,alexander.mwakideu@outlook.com,1976-02-23,Female,Kiambu,Kiambu,Ndumberi,"Plot 469, Lane 8, Kilimani",25/04/2023,Active,Strathmore University,Postgraduate,Civil Engineering,216277,2024/2025
SCH-000498,Kipkoech Nahum Kipchirchir,15043991,079431619,k.kipchirchir@gmail.com,1989-11-05,F,Nakuru,Kuresoi North,Nyota,"Plot 400, Lane 6, Karen",2023-11-06,inactive,Maseno School,SECONDARY,Education,167502,2022–2023
SCH-000499,Syokau Kipchirchir,46834775,078777093,syokau.kipchirchir@gmail.com,,Male,Kiambu,Lari,Kinale,"Plot 398, Lane 8, River Road",24/11/2022,N/A,Eldoret National Polytechnic,NULL,Social Work,78465,2024/2025
SCH-000500,Ezekiel Agnes Mwangi,96244314,074775133,ezekiel.mwangi@hotmail.com,1991-11-21,Male,Kakamega,Matungu,Kholera,"Plot 464, Lane 5, Karen",2024-02-05,Active,Moi High School Kabarak,Postgraduate,Agriculture,296526,2024/2025
SCH-000501,Rose Koech,93195478,010681576,rose.koech@gmail.com,1984-03-22,Female,Nairobi,Dagoretti South,Waithaka,"House 102, Kiambu Street, Limuru",12/09/2025,Pending,Mount Kenya University,Certificate,Architecture,274463,2024/2025
SCH-000502,Rebecca Nduku Wairimu,86963274,010834015,rebecca.wairimu@yahoo.com,1955-05-06,Female,Nairobi,Kibra,Makina,"Plot 28, Lane 13, Thika",09-09-2024,Pending,Coast Institute of Technology,Undergraduate,Nursing,162078,2023/2024
SCH-000503,Khaemba Naomi Langat, 36281402,010744118,khaemba.langat@yahoo.com,1992-08-16,Male,Kakamega,Shinyalu,N/A,"Plot 177, Lane 16, Kilimani",08/02/2023,Pending,Maseno School,Diploma,Medicine,357573,2025/2026
SCH-000504,Kioko Musalia,83 568 190,070135245,kioko.musalia@hotmail.com,1986-09-20,Female,Bungoma,Sirisia,Lwandanyi,"House 397, River Road Road, Garden Estate",2022-02-19,Pending,Rift Valley Institute,Postgraduate,Computer Science,418639,2025/2026
SCH-000505,Peace Kipsang,41737742,011167961,peace.kipsang@yahoo.com,2004-05-09,Male,Uasin Gishu,Kapseret,Simat/Kapseret,"House 187, Tom Mboya Street, Parklands",03-10-2022,Active,Moi University,Certificate,Law,387604,2025/2026
SCH-000506,Kioko Karanja,58052871,070374296,kioko.karanja@gmail.com,1961-05-07,Male,Kisumu,Nyakach,West Nyakach,"House 412, Moi Avenue Road, Mugumo",2025-07-04,Inactive,Lenana School,Diploma,Journalism,264488,2025/2026
SCH-000507,Daniel Kiprono,24790853,011804768,daniel.kiprono@outlook.com,1998-05-28,Female,NULL,N/A,Mweiga,"Plot 351, Lane 10, Thika",NULL,Inactive,Maseno University,Diploma,Business,116795,2025/2026
SCH-000508,Benjamin Chepkirui,19576043,078109107,benjamin.chepkirui@gmail.com,2006-04-26,Female,Mombasa,Changamwe,Airport,"Plot 52, Lane 5, Kitisuru",09 Oct 2025,Inactive,Kabianga High School,Secondary,Information Technology,417029,2023/2024
SCH-000509,Caroline Mutinda Rotich,68955335,079496617,caroline.rotich@gmail.com,1964-04-23,Female,Mombasa,Jomvu,Mikindani,"Plot 123, Lane 18, Langata",24-Mar-24,Active,Eldoret National Polytechnic,Diploma,Economics,269664,2024/2025
SCH-000510,Adoyo Mutisya,30678826,073527347,adoyo.mutisya@gmail.com,1970-10-07,Female,Kiambu,Kikuyu,Nachu,"Plot 381, Lane 9, Kiambu Road",23/11/2023,Pending,St. Joseph's School,Certificate,Information Technology,267283,2024/2025
SCH-000511,Ondieki Wambui Okello,69082766,079946951,ondieki.okello@gmail.com,1985-05-21,Male,Kiambu,Kikuyu,Sigona,"Plot 203, Lane 5, Kileleshwa",27-05-2024,Pending,Maseno School,Certificate,Medicine,192345,2024/2025
SCH-000512,Achieng Opiyo Githinji,5829-4486,079418132,achieng_githinji@hotmail.com,03/23/1989,Female,Turkana,Turkana West,Letea,Plot 265 Lane 5 Kiambu,20250525,NULL,,UNDERGRADUATE,Medicine,488826,2025 /2026
SCH-000513,Kevin Nbawire,61911006,077884407,kevin.nabwire@gmail.com,1974-11-15,Female,Mombasa,Jomvu,Miritini,"Plot 115, Lane 6, Lenana",27/01/2024,Active,Kenya High School,Diploma,Civil Engineering,167086,2025/2026
SCH-000514,Anthony Mercy Musila,43452427,077856748,anthony.musila@gmail.com,1969-03-05,Female,Nakuru,Rongai,Solai,"Plot 223, Lane 7, Westlands",13/08/2023,Inactive,Kabianga High School,Secondary,Education,428856,2022/2023
SCH-000515,Kiprop Gitonga,6519-2060,073971111,kiprop.gitonga@gmail.com,1969-02-15,Male,Kiambu,Kikuyu,Kikuyu,"Plot 203, Lane 8, Argwings Kodhek",08-Mar-2025,Pending,JKUAT,Undergraduate,Public Health,257566,2025/2026
SCH-000516,Micah NdungeKipsang,67009139,074496261,micah.ndunge@hotmail.com,1976-12-18,Female,Nairobi,Dagoretti South,Uthiru,"House 355, Likoni Drive, Mugumo",23-09-2024,Pending,Kenyatta University,Diploma,Civil Engineering,352393,2023/2024
SCH-000517,Omondi Kevin Munyao,63703403,072154167,omondi.munyao@hotmail.com,1993-03-16,Female,Nairobi,Dagoretti South,Uthiru,"Plot 241, Lane 1, Uhuru",19/03/2024,Active,Maseno School,Postgraduate,Law,398069,2025/2026
SCH-000518,Kipkemoi Mutinda,91989541,076640030,kipkemoi.mutinda@gmail.com,1960-03-16,Male,Kakamega,Mumias East,Lusheya/Lubinu,"Plot 186, Lane 17, Ngong Road",08/08/2023,Inactive,Kabianga High School,Diploma,Accounting,432247,2022/2023
SCH-000519,Florence Kiprotich,23346779,075166582,florence.kiprotich@outlook.com,1972-07-27,Female,Meru,Buuri,Kibirichia,"Plot 251, Lane 19, Thika Superhighway",22-Mar-2025,Pending,Maranda High School,Secondary,Information Technology,160744,2022/2023
SCH-000520,Ann Mark Jebet,15971136,075218896,ann.jebet@gmail.com,2000-01-08,Male,Kilifi,Ganze,Sokoke,"Plot 161, Lane 5, Likoni",2022-05-15,Pending,Kenyatta University,Certificate,Economics,238858,2022/2023
SCH-000521,Aoko Kerubo Matoke,55990212,077574886,aoko.matoke@gmail.com,1981-10-05,Female,Machakos,Kathiani,Upper Kaewa/Iveti,"Plot 212, Lane 17, Langata",2024-10-11,Pending,Eldoret National Polytechnic,Undergraduate,Computer Science,110459,2023/2024
SCH-000522,Kwamboka Nokun Awino,52951801,011656164,kwamboka.awino@gmail.com,1997-04-19,Male,Machakos,Kathiani,Kathiani Central,"Plot 403, Lane 6, River Road",2023-09-07,Active,Green Garden Academy,Certificate,Social Work,269843,2023/2024
SCH-000523,Margaret Mwirigi,75796428,075677144,margaret.mwirigi@gmail.com,2003-06-16,Male,Bomet,Chepalungu,Nyongores,"Plot 284, Lane 17, Kiambu",23/12/2023,Inactive,Maseno School,Secondary,Accounting,178192,2025/2026
SCH-000524,Kathure Bett,35966874,073240343,kathure.bett@gmail.com,1975-12-18,Female,Nairobi,Dagoretti North,Kileleshwa,"House 172, Mombasa Road Avenue, Karen",24-Aug-24,Active,JKUAT,Diploma,Law,423009,2025/2026
SCH-000525,Zechariah Ojwng,46790628,079314782,zechariah.ojwang@gmail.com,1987-12-17,Male,MOMBASA,Likoni,Shika Adabu,"Plot 75, Lane 9, Ruaraka",11/06/2025,Pending,Maseno University,Postgraduate,Public Health,293317,2022/2023
SCH-000526,Allan Mutisya,29352405,078220326,allan.mutisya@gmail.com,1985-10-17,Female,NYERI,Othaya,Iria-ini,"House 419, Kilimani Avenue, Athi River",09/02/2025,Pending,Moi University,Secondary,Information Technology,344963,2024/2025
SCH-000527,Onyango Kihika,23330923,011106454,onyango.kihika@gmail.com,1983-08-12,Male,Nairobi,Westlands,Kitisuru,"Plot 283, Lane 10, Mombasa Road",08-Feb-2024,Active,St. Joseph's School,Undergraduate,Journalism,139790,2023/2024
